identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,sceneFile,discoveredImage,iconFilename,h
summerMythicDragon_10,10,food:139753,1,,684317,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath58|invertSpell:reverse1,46953,food:492,4.2,rage3,16,530981,1,experience:0,161656,13,5,6,drg_nightcrawlerSuper_v2.lvl,dragon_nightcrawlerSuper_v2updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v2_discovered.png,
summerMythicDragon_11,11,food:147440,1,,756683,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath60|invertSpell:reverse1,52105,food:528,4.2,rage3,17,589581,1,experience:0,198290,13,5,6,drg_nightcrawlerSuper_v2.lvl,dragon_nightcrawlerSuper_v2updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v2_discovered.png,
summerMythicDragon_12,12,food:155549,1,,863037,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath62|invertSpell:reverse1,58876,food:564,4.2,rage3,18,648181,1,experience:0,255581,13,5,6,drg_nightcrawlerSuper_v2.lvl,dragon_nightcrawlerSuper_v2updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v2_discovered.png,
summerMythicDragon_13,13,summerMythicGoldStone:1,1,haveGoldLegendary,916039,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath63|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,62793,food:582,4.2,rage3,18,706781,1,experience:0,289368,21,6,6,drg_nightcrawlerSuper_v3.lvl,dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v3_discovered.png,
summerMythicDragon_14,14,food:173130,1,,1107957,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath66|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,75944,food:636,4.2,rage3,18,765381,1,experience:0,423308,21,6,6,drg_nightcrawlerSuper_v3.lvl,dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v3_discovered.png,
summerMythicDragon_15,15,food:182652,1,,1338997,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath69|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,91406,food:690,4.2,rage3,18,823981,1,experience:0,615693,21,6,6,drg_nightcrawlerSuper_v3.lvl,dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v3_discovered.png,
summerMythicDragon_16,16,food:192698,1,,1575861,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath72|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,106333,food:744,4.2,rage3,19,882581,1,experience:0,842930,21,6,6,drg_nightcrawlerSuper_v3.lvl,dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v3_discovered.png,
summerMythicDragon_17,17,food:203296,1,have2LegendaryGold,1713712,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath75|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,116814,food:798,4.2,rage3,19,941181,1,experience:0,1007028,21,6,6,drg_nightcrawlerSuper_v3.lvl,dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v3_discovered.png,
summerMythicDragon_18,18,food:214477,1,,1845437,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath78|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,125796,food:852,4.2,rage3,20,999781,1,experience:0,1167758,21,6,6,drg_nightcrawlerSuper_v3.lvl,dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v3_discovered.png,
summerMythicDragon_19,19,food:226274,1,,1987300,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath81|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,135467,food:906,4.2,rage3,21,1044683,1,experience:0,1354218,21,6,6,drg_nightcrawlerSuper_v3.lvl,dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v3_discovered.png,
summerMythicDragon_20,20,food:238719,1,,2140062,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath84|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,145884,food:960,4.2,rage3,22,1117811,1,experience:0,1570447,21,6,6,drg_nightcrawlerSuper_v3.lvl,dragon_nightcrawlerSuper_v3updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v3_discovered.png,
summerMythicDragon_21,21,summerMythicPlatinumStone:1,1,havePlatinumLegendary,2248368,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath86|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,153270,food:996,4.2,rage3,23,1229592,1,experience:0,1733473,29,7,6,drg_nightcrawlerSuper_v4.lvl,dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v4_discovered.png,
summerMythicDragon_22,22,food:265700,1,,2421193,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath89|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,165052,food:1050,4.2,rage3,24,1352551,1,experience:0,2010247,29,7,6,drg_nightcrawlerSuper_v4.lvl,dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v4_discovered.png,
summerMythicDragon_23,23,food:280313,1,,2607318,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath92|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,177744,food:1104,4.2,rage3,25,1487806,1,experience:0,2331200,29,7,6,drg_nightcrawlerSuper_v4.lvl,dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v4_discovered.png,
summerMythicDragon_24,24,food:295731,1,,2807776,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath95|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,191410,food:1158,4.2,rage3,26,1636587,1,experience:0,2703536,29,7,6,drg_nightcrawlerSuper_v4.lvl,dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v4_discovered.png,
summerMythicDragon_25,25,food:311996,1,,3023627,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath98|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,206127,food:1212,4.2,rage3,26,1800246,1,experience:0,3135142,29,7,6,drg_nightcrawlerSuper_v4.lvl,dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v4_discovered.png,
summerMythicDragon_26,26,food:329156,1,have2LegendaryPlatinum,3256051,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath101|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,216473,food:1266,4.2,rage3,26,1980271,1,experience:0,3545705,29,7,6,drg_nightcrawlerSuper_v4.lvl,dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v4_discovered.png,
summerMythicDragon_27,27,food:347259,1,,3404515,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath103|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,226345,food:1284,4.2,rage3,26,2178298,1,experience:0,3725194,29,7,6,drg_nightcrawlerSuper_v4.lvl,dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v4_discovered.png,
summerMythicDragon_28,28,food:366358,1,,3507674,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath104|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,233202,food:1284,4.2,rage3,26,2396128,1,experience:0,3913691,29,7,6,drg_nightcrawlerSuper_v4.lvl,dragon_nightcrawlerSuper_v4updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v4_discovered.png,
summerMythicDragon_29,29,summerMythicSapphireStone:1,1,haveLegendarySapphire,3594002,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath105|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,238946,food:1338,4.2,rage3,27,2635741,1,experience:0,4319959,36,8,6,drg_nightcrawlerSuper_v5.lvl,dragon_nightcrawlerSuper_v5updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v5_discovered.png,
summerMythicDragon_30,30,food:407766,1,,3775923,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath107|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,251042,food:1374,4.2,rage3,27,2899315,1,experience:0,4768380,36,8,6,drg_nightcrawlerSuper_v5.lvl,dragon_nightcrawlerSuper_v5updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v5_discovered.png,
summerMythicDragon_31,31,food:430193,1,,3967055,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath109|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,263751,food:1410,4.2,rage3,28,3189247,1,experience:0,5263324,36,8,6,drg_nightcrawlerSuper_v5.lvl,dragon_nightcrawlerSuper_v5updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v5_discovered.png,
summerMythicDragon_32,32,food:453854,1,,4167859,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath111|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,277104,food:1446,4.2,rage3,29,3508172,1,experience:0,5809682,36,8,6,drg_nightcrawlerSuper_v5.lvl,dragon_nightcrawlerSuper_v5updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v5_discovered.png,
summerMythicDragon_33,33,food:478816,1,have2LegendarySapphire,4378817,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath113|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,291130,food:1482,4.2,rage3,29,3858989,1,experience:0,6412896,36,8,6,drg_nightcrawlerSuper_v5.lvl,dragon_nightcrawlerSuper_v5updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v5_discovered.png,
summerMythicDragon_34,34,food:505151,1,,4600455,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath115|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,305868,food:1518,4.2,rage3,30,4244888,1,experience:0,7078492,36,8,6,drg_nightcrawlerSuper_v5.lvl,dragon_nightcrawlerSuper_v5updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v5_discovered.png,
summerMythicDragon_35,35,food:532934,1,,4833332,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath117|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,321353,food:1554,4.2,rage3,31,4478357,1,experience:0,7813250,36,8,6,drg_nightcrawlerSuper_v5.lvl,dragon_nightcrawlerSuper_v5updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v5_discovered.png,
summerMythicDragon_36,36,summerMythicGarnetStone:1,1,haveLegendaryGarnet,5204930,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath118|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,346060,food:1572,4.2,rage3,31,4724667,1,experience:0,9060847,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_37,37,food:593169,1,,5335033,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath119|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,354713,food:1590,4.2,rage3,31,4984524,1,experience:0,9519607,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_38,38,food:625793,1,,5605083,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath121|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,372669,food:1626,4.2,rage3,32,5258673,1,experience:0,10507757,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_39,39,food:660212,1,,5888807,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath123|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,391536,food:1662,4.2,rage3,33,5547900,1,experience:0,11598600,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_40,40,food:696523,1,,6186892,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath125|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,411357,food:1698,4.2,rage3,33,5853035,1,experience:0,12802453,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_41,41,food:734832,1,have2LegendaryGarnet,6500062,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath127|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,432182,food:1734,4.2,rage3,34,6174952,1,experience:0,14131564,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_42,42,food:775248,1,,6829101,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath129|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,454060,food:1770,4.2,rage3,35,6514574,1,experience:0,15598509,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_43,43,food:817886,1,,7174779,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath131|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,477047,food:1806,4.2,rage3,35,6872876,1,experience:0,17217721,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_44,44,food:862870,1,,7537962,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath133|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,501197,food:1842,4.2,rage3,36,7250884,1,experience:0,19005009,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_45,45,food:910328,1,,7919542,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath135|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,526569,food:1878,4.2,rage3,37,8050100,1,experience:0,20977821,46,9,6,drg_nightcrawlerSuper_v6.lvl,dragon_nightcrawlerSuper_v6updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v6_discovered.png,
summerMythicDragon_46,46,summerMythicEmeraldStone:1,1,haveLegendaryEmerald,8117511,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath138|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,539733,food:1932,4.2,rage3,38,8849316,1,experience:0,22039853,51,10,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_47,47,food:987806,1,,8960131,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath142|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,595763,food:2004,4.2,rage3,39,9648532,1,experience:0,26853076,51,10,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_48,48,food:1065284,1,,10916905,17280,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath153|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,725877,food:2148,4.2,rage3,40,11246968,1,experience:0,39862856,51,10,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_49,49,food:1285341,1,haveMythicEmerald,12660140,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath156|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,841795,food:2632,4.2,rage3,40,14821614,1,experience:0,49566006,51,10,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_50,50,food:1305852,1,,13301032,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath158|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,884411,food:2674,4.2,rage3,40,15068865,1,experience:0,54711329,51,10,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_51,51,summerMythicObsidianStone:1,1,haveLegendaryObsidian,13436899,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath159|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,893445,food:2696,4.2,rage3,48,15316116,1,experience:0,60390919,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_52,52,food:1322880,1,,13772810,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath160|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,915781,food:2777,4.2,rage3,48,15563367,1,experience:0,63448123,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_53,53,food:1333463,1,,14117119,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath161|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,924769,food:2860,4.2,rage3,49,15810618,1,experience:0,66660173,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_54,54,food:1344131,1,,14470041,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath162|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,933634,food:2946,4.2,rage3,49,16057869,1,experience:0,70034831,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_55,55,food:1354884,1,,14831782,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath163|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,949670,food:3034,4.2,rage3,50,16305120,1,experience:0,73580215,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_56,56,food:1365723,1,have2LegendaryObsidian,15202562,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath164|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,950948,food:3125,4.2,rage3,51,16552371,1,experience:0,77305250,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_57,57,food:1376649,1,,15582614,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath165|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,951696,food:3219,4.2,rage3,52,16799622,1,experience:0,81218798,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_58,58,food:1387662,1,,15972165,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath166|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,959756,food:3316,4.2,rage3,53,17046873,1,experience:0,85330321,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_59,59,food:1398763,1,,16371452,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath167|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,967622,food:3415,4.2,rage3,54,17294124,1,experience:0,89650124,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,
summerMythicDragon_60,60,food:1409953,1,,16780724,18000,lockon:T2C1SFdragon_lockon,instantKill:whiteInstantKill1|maleficBreath:ashenBreath168|invertSpell:reverse1|darkFlakResist01:darkFlakResist01,975282,food:3517,4.2,rage3,55,17541375,1.2,experience:0,91628943,0,11,6,drg_nightcrawlerSuper_v7.lvl,dragon_nightcrawlerSuper_v7updated_discovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v7_discovered.png,!@#hjpckfhfcnnmlpci
