identifier,riderGearPullIdentifier,displayName,descriptionText,slot,iconFilename,element,maxLevel,dragonType,tier,requiredLevel,riderLevel,buff1Type,buff1Base,buff1PerLvl,buff2Type,buff2Base,buff2PerLvl,salvagePercentage,craftingCost,craftingDuration,achievementRequirement,rewards,rewardDistribution,sortPriority,canOnlyBeBought,visible,rarityIndex,combatIncreasePerLevel,h
String,String,LocalizedString,String,String,String,String,Integer,String,Integer,Integer,Integer,String,Float,Float,String,Float,Float,Integer,Map<String:Integer>,Integer,String,Map<String:Integer>,Map<String:Integer>,Integer,Integer,Integer,Integer,Integer,String
S1-RINGS-R3-A,gearPull_56,Warlock Archer Ring,,rings,icon_riderRing_darkBase_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,5.5,0.5,,,,5,cmCrystaldark:19500|cmCrystalfire:14600,10800,,S1-RINGS-R3-A_Reward:1,,125,,1,4,182,
S1-RINGS-R3-B,gearPull_51,Warlock Woodsman Ring,,rings,icon_riderRing_darkBase_set01.png,darkElement,10,,1,1,1,buildingProductionModifier_woodFarm,6,0.4,,,,5,cmCrystaldark:19500|cmCrystalice:14600,10800,,S1-RINGS-R3-B_Reward:1,,130,,1,4,182,
S1-RINGS-R4-A,gearPull_56,Warlock Archer Ring,,rings,icon_riderRing_darkBase_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,9.2,1.2,,,,5,cmCrystaldark:37500|cmCrystalfire:30000,10800,,S1-RINGS-R4-A_Reward:1,,35,,1,5,276,
S1-RINGS-R4-B,gearPull_51,Warlock Woodsman Ring,,rings,icon_riderRing_darkBase_set01.png,darkElement,10,,1,1,1,buildingProductionModifier_woodFarm,10,1.1,,,,5,cmCrystaldark:37500|cmCrystalice:30000,10800,,S1-RINGS-R4-B_Reward:1,,40,,1,5,276,
S1-RINGS-R7-A,gearPull_56,Warlock Archer Ring,,rings,icon_riderRing_darkBase_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,9.7,1.7,,,,5,cmCrystaldark:37500|cmCrystalfire:30000,10800,,S1-RINGS-R7-A_Reward:1,,5,,1,7,331,
S1-RINGS-R7-B,gearPull_51,Warlock Woodsman Ring,,rings,icon_riderRing_darkBase_set01.png,darkElement,10,,1,1,1,buildingProductionModifier_woodFarm,9.7,1.7,,,,5,cmCrystaldark:41250|cmCrystalice:33000,10800,,S1-RINGS-R7-B_Reward:1,,5,,1,7,331,
S1-SHIELD-R1-A,,Warlock Red Mage Shield,,shield,icon_riderShield_darkBase_set01.png,darkElement,5,,1,1,1,buildingHPModifier,2.8,0.3,,,,5,cmCrystaldark:1500|cmCrystalwind:1120,10800,,S1-SHIELD-R1-A_Reward:1,,295,,1,0,114,
S1-SHIELD-R2-A,gearPull_66,Warlock Red Mage Shield,,shield,icon_riderShield_darkBase_set01.png,darkElement,5,,1,1,1,buildingHPModifier,5.6,0.6,,,,5,cmCrystaldark:9000|cmCrystalwind:6700,10800,,S1-SHIELD-R2-A_Reward:1,,205,,1,3,266,
S1-SHIELD-R3-A,gearPull_66,Warlock Red Mage Shield,,shield,icon_riderShield_darkBase_set01.png,darkElement,10,,1,1,1,buildingHPModifier,8.2,1.2,,,,5,cmCrystaldark:19500|cmCrystalwind:14600,10800,,S1-SHIELD-R3-A_Reward:1,,115,,1,4,251,
S1-SHIELD-R4-A,gearPull_66,Warlock Red Mage Shield,,shield,icon_riderShield_darkBase_set01.png,darkElement,10,,1,1,1,buildingHPModifier,15.2,2.2,,,,5,cmCrystaldark:37500|cmCrystalwind:30000,10800,,S1-SHIELD-R4-A_Reward:1,,25,,1,5,380,
S1-SHIELD-R7-A,gearPull_66,Warlock Red Mage Shield,,shield,icon_riderShield_darkBase_set01.png,darkElement,10,,1,1,1,buildingHPModifier,17.5,2.5,,,,5,cmCrystaldark:41250|cmCrystalwind:33000,10800,,S1-SHIELD-R7-A_Reward:1,,5,,1,7,456,
S1-WEAPONS-R1-A,,Warlock Dark Flak Kukri,,weapons,icon_riderWeapon_darkBase_set01.png,darkElement,5,,1,1,1,buildingAttackModifier,2.3,0.3,,,,5,cmCrystaldark:1500|cmCrystalwind:1120,10800,,S1-WEAPONS-R1-A_Reward:1,,285,,1,0,114,
S1-WEAPONS-R1-B,,Warlock Catapult Scroll,,weapons,icon_riderWeapon_darkBase2_set01.png,darkElement,5,,1,1,1,buildingAttackModifier,2.3,0.3,,,,5,cmCrystaldark:1500|cmCrystalearth:1120,10800,,S1-WEAPONS-R1-B_Reward:1,,284,,1,0,114,
S1-WEAPONS-R2-A,gearPull_76,Warlock Dark Flak Kukri,,weapons,icon_riderWeapon_darkBase_set01.png,darkElement,5,,1,1,1,buildingAttackModifier,4.6,0.6,,,,5,cmCrystaldark:9000|cmCrystalwind:6700,10800,,S1-WEAPONS-R2-A_Reward:1,,195,,1,3,266,
S1-WEAPONS-R2-B,gearPull_77,Warlock Catapult Scroll,,weapons,icon_riderWeapon_darkBase2_set01.png,darkElement,5,,1,1,1,buildingAttackModifier,4.6,0.6,,,,5,cmCrystaldark:9000|cmCrystalearth:6700,10800,,S1-WEAPONS-R2-B_Reward:1,,194,,1,3,266,
S1-WEAPONS-R3-A,gearPull_76,Warlock Dark Flak Kukri,,weapons,icon_riderWeapon_darkBase_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,7,1,,,,5,cmCrystaldark:19500|cmCrystalwind:14600,10800,,S1-WEAPONS-R3-A_Reward:1,,105,,1,4,251,
S1-WEAPONS-R3-B,gearPull_77,Warlock Catapult Scroll,,weapons,icon_riderWeapon_darkBase2_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,7,1,,,,5,cmCrystaldark:19500|cmCrystalearth:14600,10800,,S1-WEAPONS-R3-B_Reward:1,,104,,1,4,251,
S1-WEAPONS-R4-A,gearPull_76,Warlock Dark Flak Kukri,,weapons,icon_riderWeapon_darkBase_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,14.7,1.7,,,,5,cmCrystaldark:37500|cmCrystalwind:30000,10800,,S1-WEAPONS-R4-A_Reward:1,,15,,1,5,380,
S1-WEAPONS-R4-B,gearPull_77,Warlock Catapult Scroll,,weapons,icon_riderWeapon_darkBase2_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,14.7,1.7,,,,5,cmCrystaldark:37500|cmCrystalearth:30000,10800,,S1-WEAPONS-R4-B_Reward:1,,14,,1,5,380,
S1-WEAPONS-R7-A,gearPull_76,Warlock Dark Flak Kukri,,weapons,icon_riderWeapon_darkBase_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,16.1,2.1,,,,5,cmCrystaldark:37500|cmCrystalwind:30000,10800,,S1-WEAPONS-R7-A_Reward:1,,5,,1,7,456,
S1-WEAPONS-R7-B,gearPull_77,Warlock Catapult Scroll,,weapons,icon_riderWeapon_darkBase2_set01.png,darkElement,10,,1,1,1,buildingAttackModifier,16.1,2.1,,,,5,cmCrystaldark:41250|cmCrystalearth:33000,10800,,S1-WEAPONS-R7-B_Reward:1,,5,,1,7,456,
S10-BOOTS-R1-A,,Gale Battle Boots,,boots,icon_riderBoots_windDragon_set01.png,windElement,5,,1,1,1,dragonAttackModifier,1.2,0.2,,,,5,cmCrystalwind:1500|cmCrystalfire:1120,10800,,S10-BOOTS-R1-A_Reward:1,,351,,1,0,52,
S10-BOOTS-R2-A,gearPull_10,Gale Battle Boots,,boots,icon_riderBoots_windDragon_set01.png,windElement,5,,1,1,1,dragonAttackModifier,2.4,0.4,,,,5,cmCrystalwind:9000|cmCrystalfire:6700,10800,,S10-BOOTS-R2-A_Reward:1,,261,,1,3,121,
S10-BOOTS-R3-A,gearPull_10,Gale Battle Boots,,boots,icon_riderBoots_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,3.4,0.4,,,,5,cmCrystalwind:19500|cmCrystalfire:14600,10800,,S10-BOOTS-R3-A_Reward:1,,171,,1,4,114,
S10-BOOTS-R4-A,gearPull_10,Gale Battle Boots,,boots,icon_riderBoots_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,6,1,,,,5,cmCrystalwind:37500|cmCrystalfire:30000,10800,,S10-BOOTS-R4-A_Reward:1,,81,,1,5,173,
S10-BOOTS-R7-A,gearPull_10,Gale Battle Boots,,boots,icon_riderBoots_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,6.5,1.5,,,,5,cmCrystalwind:41250|cmCrystalfire:33000,10800,,S10-BOOTS-R7-A_Reward:1,,5,,1,7,232,
S10-CHEST-R1-A,,Gale Vitality Plate,,chest,icon_riderChest_windDragon_set01.png,windElement,5,,1,1,1,dragonHPModifier,1.2,0.2,,,,5,cmCrystalwind:1500|cmCrystalearth:1120,10800,,S10-CHEST-R1-A_Reward:1,,341,,1,0,62,
S10-CHEST-R2-A,gearPull_20,Gale Vitality Plate,,chest,icon_riderChest_windDragon_set01.png,windElement,5,,1,1,1,dragonHPModifier,2.4,0.4,,,,5,cmCrystalwind:9000|cmCrystalearth:6700,10800,,S10-CHEST-R2-A_Reward:1,,251,,1,3,145,
S10-CHEST-R3-A,gearPull_20,Gale Vitality Plate,,chest,icon_riderChest_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,3.4,0.4,,,,5,cmCrystalwind:19500|cmCrystalearth:14600,10800,,S10-CHEST-R3-A_Reward:1,,161,,1,4,137,
S10-CHEST-R4-A,gearPull_20,Gale Vitality Plate,,chest,icon_riderChest_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,6,1,,,,5,cmCrystalwind:37500|cmCrystalearth:30000,10800,,S10-CHEST-R4-A_Reward:1,,71,,1,5,207,
S10-CHEST-R7-A,gearPull_20,Gale Vitality Plate,,chest,icon_riderChest_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,6.5,1.5,,,,5,cmCrystalwind:41250|cmCrystalearth:33000,10800,,S10-CHEST-R7-A_Reward:1,,5,,1,7,232,
S10-GLOVES-R1-A,,Gale Battle Gloves,,gloves,icon_riderGloves_windDragon_set01.png,windElement,5,,1,1,1,dragonAttackModifier,1.2,0.2,,,,5,cmCrystalwind:1500|cmCrystalfire:1120,10800,,S10-GLOVES-R1-A_Reward:1,,331,,1,0,52,
S10-GLOVES-R2-A,gearPull_30,Gale Battle Gloves,,gloves,icon_riderGloves_windDragon_set01.png,windElement,5,,1,1,1,dragonAttackModifier,2.4,0.4,,,,5,cmCrystalwind:9000|cmCrystalfire:6700,10800,,S10-GLOVES-R2-A_Reward:1,,241,,1,3,121,
S10-GLOVES-R3-A,gearPull_30,Gale Battle Gloves,,gloves,icon_riderGloves_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,3.4,0.4,,,,5,cmCrystalwind:19500|cmCrystalfire:14600,10800,,S10-GLOVES-R3-A_Reward:1,,151,,1,4,114,
S10-GLOVES-R4-A,gearPull_30,Gale Battle Gloves,,gloves,icon_riderGloves_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,6,1,,,,5,cmCrystalwind:37500|cmCrystalfire:30000,10800,,S10-GLOVES-R4-A_Reward:1,,61,,1,5,173,
S10-GLOVES-R7-A,gearPull_30,Gale Battle Gloves,,gloves,icon_riderGloves_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,6.5,1.5,,,,5,cmCrystalwind:41250|cmCrystalfire:33000,10800,,S10-GLOVES-R7-A_Reward:1,,5,,1,7,232,
S10-HEAD-R1-A,,Gale Vitality Helm,,head,icon_riderHelm_windDragon_set01.png,windElement,5,,1,1,1,dragonHPModifier,1.2,0.2,,,,5,cmCrystalwind:1500|cmCrystalfire:1120,10800,,S10-HEAD-R1-A_Reward:1,,321,,1,0,62,
S10-HEAD-R2-A,gearPull_40,Gale Vitality Helm,,head,icon_riderHelm_windDragon_set01.png,windElement,5,,1,1,1,dragonHPModifier,2.4,0.4,,,,5,cmCrystalwind:9000|cmCrystalfire:6700,10800,,S10-HEAD-R2-A_Reward:1,,231,,1,3,145,
S10-HEAD-R3-A,gearPull_40,Gale Vitality Helm,,head,icon_riderHelm_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,3.4,0.4,,,,5,cmCrystalwind:19500|cmCrystalfire:14600,10800,,S10-HEAD-R3-A_Reward:1,,141,,1,4,137,
S10-HEAD-R4-A,gearPull_40,Gale Vitality Helm,,head,icon_riderHelm_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,6,1,,,,5,cmCrystalwind:37500|cmCrystalfire:30000,10800,,S10-HEAD-R4-A_Reward:1,,51,,1,5,207,
S10-HEAD-R7-A,gearPull_40,Gale Vitality Helm,,head,icon_riderHelm_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,6.5,1.5,,,,5,cmCrystalwind:41250|cmCrystalfire:33000,10800,,S10-HEAD-R7-A_Reward:1,,5,,1,7,232,
S10-PANTS-R1-A,,Gale Vitality Pants,,pants,icon_riderPants_windDragon_set01.png,windElement,5,,1,1,1,dragonHPModifier,1.2,0.2,,,,5,cmCrystalwind:1500|cmCrystalice:1120,10800,,S10-PANTS-R1-A_Reward:1,,311,,1,0,62,
S10-PANTS-R2-A,gearPull_50,Gale Vitality Pants,,pants,icon_riderPants_windDragon_set01.png,windElement,5,,1,1,1,dragonHPModifier,2.4,0.4,,,,5,cmCrystalwind:9000|cmCrystalice:6700,10800,,S10-PANTS-R2-A_Reward:1,,221,,1,3,145,
S10-PANTS-R3-A,gearPull_50,Gale Vitality Pants,,pants,icon_riderPants_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,3.4,0.4,,,,5,cmCrystalwind:19500|cmCrystalice:14600,10800,,S10-PANTS-R3-A_Reward:1,,131,,1,4,137,
S10-PANTS-R4-A,gearPull_50,Gale Vitality Pants,,pants,icon_riderPants_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,6,1,,,,5,cmCrystalwind:37500|cmCrystalice:30000,10800,,S10-PANTS-R4-A_Reward:1,,41,,1,5,207,
S10-PANTS-R7-A,gearPull_50,Gale Vitality Pants,,pants,icon_riderPants_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,6.5,1.5,,,,5,cmCrystalwind:41250|cmCrystalice:33000,10800,,S10-PANTS-R7-A_Reward:1,,5,,1,7,232,
S10-RINGS-R1-A,,Gale Battle Ring,,rings,icon_riderRing_windDragon_set01.png,windElement,5,,1,1,1,dragonAttackModifier,1.7,0.2,,,,5,cmCrystalwind:1500|cmCrystalice:1120,10800,,S10-RINGS-R1-A_Reward:1,,296,,1,0,83,
S10-RINGS-R2-A,gearPull_65,Gale Battle Ring,,rings,icon_riderRing_windDragon_set01.png,windElement,5,,1,1,1,dragonAttackModifier,3.4,0.4,,,,5,cmCrystalwind:9000|cmCrystalice:6700,10800,,S10-RINGS-R2-A_Reward:1,,206,,1,3,193,
S10-RINGS-R3-A,gearPull_65,Gale Battle Ring,,rings,icon_riderRing_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,5.5,0.5,,,,5,cmCrystalwind:19500|cmCrystalice:14600,10800,,S10-RINGS-R3-A_Reward:1,,116,,1,4,182,
S10-RINGS-R4-A,gearPull_65,Gale Battle Ring,,rings,icon_riderRing_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,9.2,1.2,,,,5,cmCrystalwind:37500|cmCrystalice:30000,10800,,S10-RINGS-R4-A_Reward:1,,26,,1,5,276,
S10-RINGS-R7-A,gearPull_65,Gale Battle Ring,,rings,icon_riderRing_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,9.7,1.7,,,,5,cmCrystalwind:41250|cmCrystalice:33000,10800,,S10-RINGS-R7-A_Reward:1,,5,,1,7,331,
S10-SHIELD-R1-A,,Gale Vitality Shield,,shield,icon_riderShield_windDragon_set01.png,windElement,5,,1,1,1,dragonHPModifier,2.8,0.3,,,,5,cmCrystalwind:1500|cmCrystaldark:1120,10800,,S10-SHIELD-R1-A_Reward:1,,286,,1,0,114,
S10-SHIELD-R2-A,gearPull_75,Gale Vitality Shield,,shield,icon_riderShield_windDragon_set01.png,windElement,5,,1,1,1,dragonHPModifier,5.6,0.6,,,,5,cmCrystalwind:9000|cmCrystaldark:6700,10800,,S10-SHIELD-R2-A_Reward:1,,196,,1,3,266,
S10-SHIELD-R3-A,gearPull_75,Gale Vitality Shield,,shield,icon_riderShield_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,8.2,1.2,,,,5,cmCrystalwind:19500|cmCrystaldark:14600,10800,,S10-SHIELD-R3-A_Reward:1,,106,,1,4,251,
S10-SHIELD-R4-A,gearPull_75,Gale Vitality Shield,,shield,icon_riderShield_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,15.2,2.2,,,,5,cmCrystalwind:37500|cmCrystaldark:30000,10800,,S10-SHIELD-R4-A_Reward:1,,16,,1,5,380,
S10-SHIELD-R7-A,gearPull_75,Gale Vitality Shield,,shield,icon_riderShield_windDragon_set01.png,windElement,10,,1,1,1,dragonHPModifier,17.5,2.5,,,,5,cmCrystalwind:41250|cmCrystaldark:33000,10800,,S10-SHIELD-R7-A_Reward:1,,5,,1,7,456,
S10-WEAPONS-R1-A,,Gale Thunder Longsword,,weapons,icon_riderWeapon_windDragon_set01.png,windElement,5,,1,1,1,dragonAttackModifier,2.3,0.3,,,,5,cmCrystalwind:1500|cmCrystaldark:1120,10800,,S10-WEAPONS-R1-A_Reward:1,,271,,1,0,114,
S10-WEAPONS-R2-A,gearPull_90,Gale Thunder Longsword,,weapons,icon_riderWeapon_windDragon_set01.png,windElement,5,,1,1,1,dragonAttackModifier,4.6,0.6,,,,5,cmCrystalwind:9000|cmCrystaldark:6700,10800,,S10-WEAPONS-R2-A_Reward:1,,181,,1,3,266,
S10-WEAPONS-R3-A,gearPull_90,Gale Thunder Longsword,,weapons,icon_riderWeapon_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,7,1,,,,5,cmCrystalwind:19500|cmCrystaldark:14600,10800,,S10-WEAPONS-R3-A_Reward:1,,91,,1,4,251,
S10-WEAPONS-R4-A,gearPull_90,Gale Thunder Longsword,,weapons,icon_riderWeapon_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,14.7,1.7,,,,5,cmCrystalwind:37500|cmCrystaldark:30000,10800,,S10-WEAPONS-R4-A_Reward:1,,1,,1,5,380,
S10-WEAPONS-R7-A,gearPull_90,Gale Thunder Longsword,,weapons,icon_riderWeapon_windDragon_set01.png,windElement,10,,1,1,1,dragonAttackModifier,16.1,2.1,,,,5,cmCrystalwind:41250|cmCrystaldark:33000,10800,,S10-WEAPONS-R7-A_Reward:1,,5,,1,7,456,
