identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,sceneFile,discoveredImage,iconFilename,h
earthEvolvingWarrior_10,10,food:129888,1,,886931,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1,8366,food:510,4.2,rage2,17,424413,1,experience:0,157158,13,5,5,drg_ochreWarrior_v2.lvl,dragon_ochreWarrior_v2_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v2_discovered.png,
earthEvolvingWarrior_11,11,food:139392,1,,1005644,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1,9377,food:546,4.2,rage2,18,484080,1,experience:0,199757,13,5,5,drg_ochreWarrior_v2.lvl,dragon_ochreWarrior_v2_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v2_discovered.png,
earthEvolvingWarrior_12,12,food:148896,1,,1139868,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1,10655,food:582,4.2,rage2,18,548589,1,experience:0,257248,13,5,5,drg_ochreWarrior_v2.lvl,dragon_ochreWarrior_v2_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v2_discovered.png,
earthEvolvingWarrior_13,13,earthEvolvingWarriorGoldStone:1,1,haveGoldLegendary,1299136,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,12087,food:618,4.2,rage2,18,621502,1,experience:0,332592,21,6,5,drg_ochreWarrior_v2.lvl,dragon_ochreWarrior_v2_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v2_discovered.png,
earthEvolvingWarrior_14,14,food:167904,1,,1666173,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,15510,food:690,4.2,rage2,18,796983,1,experience:0,547349,21,6,5,drg_ochreWarrior_v2.lvl,dragon_ochreWarrior_v2_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v2_discovered.png,
earthEvolvingWarrior_15,15,food:186912,1,,1960913,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,18043,food:744,4.2,rage2,18,863053,1,experience:0,749362,21,6,5,drg_ochreWarrior_v3.lvl,dragon_ochreWarrior_v3_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v3_discovered.png,
earthEvolvingWarrior_16,16,food:201168,1,,2132447,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,19822,food:798,4.2,rage2,18,929407,1,experience:0,895245,21,6,5,drg_ochreWarrior_v3.lvl,dragon_ochreWarrior_v3_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v3_discovered.png,
earthEvolvingWarrior_17,17,food:215424,1,have2LegendaryGold,2296359,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,21346,food:852,4.2,rage2,18,1000866,1,experience:0,1038133,21,6,5,drg_ochreWarrior_v3.lvl,dragon_ochreWarrior_v3_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v3_discovered.png,
earthEvolvingWarrior_18,18,food:229680,1,,2472884,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,22987,food:906,4.2,rage2,19,1431562,1,experience:0,1203895,21,6,5,drg_ochreWarrior_v3.lvl,dragon_ochreWarrior_v3_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v3_discovered.png,
earthEvolvingWarrior_19,19,food:323997,1,,2598042,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,24151,food:942,4.2,rage2,19,1504030,1,experience:0,1328896,21,6,5,drg_ochreWarrior_v3.lvl,dragon_ochreWarrior_v3_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v3_discovered.png,
earthEvolvingWarrior_20,20,food:336620,1,,2729527,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,25373,food:978,4.2,rage2,20,1580172,1,experience:0,1466888,21,6,5,drg_ochreWarrior_v3.lvl,dragon_ochreWarrior_v3_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v3_discovered.png,
earthEvolvingWarrior_21,21,earthEvolvingWarriorPlatinumStone:1,1,havePlatinumLegendary,2939336,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,27324,food:1032,4.2,rage2,21,1701670,1,experience:0,1701014,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_22,22,food:368178,1,,3088094,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,28707,food:1068,4.2,rage2,22,2186648,1,experience:0,1877616,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_23,23,food:465753,1,,3244401,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,30160,food:1104,4.2,rage2,22,2297341,1,experience:0,2072429,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_24,24,food:481192,1,,3408633,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,31687,food:1140,4.2,rage2,23,2413642,1,experience:0,2287584,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_25,25,food:496631,1,,3581172,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,33291,food:1176,4.2,rage2,24,2535828,1,experience:0,2525078,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_26,26,food:512070,1,have2LegendaryPlatinum,3762432,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,34977,food:1212,4.2,rage2,24,3114611,1,experience:0,2787130,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_27,27,food:616691,1,,3952851,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,35836,food:1248,4.2,rage2,25,3272283,1,experience:0,3000270,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_28,28,food:634740,1,,4152916,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,37651,food:1284,4.2,rage2,26,3437941,1,experience:0,3311685,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_29,29,food:652790,1,,4363119,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,39557,food:1320,4.2,rage2,26,3611982,1,experience:0,3655402,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,
earthEvolvingWarrior_30,30,food:670839,1,,4698546,17280,flamethrower:earthEvolvingWarrior_flamethrower,chargedShield:shieldBlast1|heatedPiercingBreath:heatedPiercingBreath1|berserk:berserk1|cannonResist01:cannonResist01,42598,food:1374,4.2,rage2,27,0,1.2,experience:0,4239073,0,7,5,drg_ochreWarrior_v4.lvl,dragon_ochreWarrior_v4_discovered_thumbnail.png,dragonThumbnail_ochreWarrior_v4_discovered.png,!@#hgpifeilbdicfeda
