identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,heightAttackBonusPercentage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,showcaseNodeLocation,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityIgnoresUntargetable,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,projectileHitNodeName,bonusLabel1,bonusLabel2,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,h
String,Integer,String,String,String,String,Integer,String,Integer,Float,Float,Float,Integer,String,String,Float,Float,Integer,Integer,String,String,String,String,String,String,String,String,Integer,String,Float,Float,Integer,Integer,String,String,LocalizedString,LocalizedString,Integer,String,String,Integer,String
CannonTowerUpgrades_11,11,0,bld_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:7336,51896,,17,28826,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,7334,7371,0,0,0,,,,experience:936,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,3,,,660,
CannonTowerUpgrades_12,12,0,bld_cannon_level05-2.lvl,stru_tower_lobLocators.lvl,piercing:11306,66355,,17,32316,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,8221,8263,0,0,0,,,,experience:1280,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,4,,,840,
CannonTowerUpgrades_13,13,0,bld_cannon_level05-3.lvl,stru_tower_lobLocators.lvl,piercing:18051,103561,,21,36083,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,9178,9224,0,0,0,,,,experience:1644,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,4,,,1040,
CannonTowerUpgrades_14,14,0,bld_cannon_level05-4.lvl,stru_tower_lobLocators.lvl,piercing:26433,137915,,25,40169,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,10216,10267,0,0,0,,,,experience:1691,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,5,,,1288,
CannonTowerUpgrades_15,15,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:36694,177093,,28,44718,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,11372,11429,0,0,0,,,,experience:2087,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,5,,,1590,
CannonTowerUpgrades_16,16,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:66748,219927,,31,52525,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,13354,13420,0,0,0,,,,experience:2546,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,6,,,2211,
CannonTowerUpgrades_17,17,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:103025,297600,,40,61695,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,15683,15762,0,0,0,,,,experience:3048,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,7,,,3060,
CannonTowerUpgrades_18,18,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:118279,345600,,42,72467,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,18421,18513,0,0,0,,,,experience:4000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,8,,,4212,
CannonTowerUpgrades_19,19,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:129598,388800,,42,85121,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,21636,21744,0,0,0,,,,experience:5334,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,9,,,5796,
CannonTowerUpgrades_20,20,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:154799,432000,,46,99983,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,25412,25539,0,0,0,,,,experience:7000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,10,,,8010,
CannonTowerUpgrades_21,21,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:187199,518400,,50,117442,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,29847,29996,0,0,0,,,,experience:9143,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,11,,,11040,
CannonTowerUpgrades_22,22,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:219599,604800,,56,137949,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,35056,35232,0,0,0,,,,experience:12000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,13,,,15249,
CannonTowerUpgrades_23,23,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:251999,691200,,61,162037,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,41175,41381,0,0,0,,,,experience:16000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,14,,,21006,
CannonTowerUpgrades_24,24,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:269232,864000,,64,190332,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,48363,48605,0,0,0,,,,experience:17600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,16,,,29013,
CannonTowerUpgrades_25,25,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:299904,864000,,67,223569,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,56806,57090,0,0,0,,,,experience:19200,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,17,,,40020,
CannonTowerUpgrades_26,26,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:340800,936000,,73,277082,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,70397,70749,0,0,0,,,,experience:20800,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,19,,,61440,
CannonTowerUpgrades_27,27,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:381696,1080000,,79,343405,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,87244,87680,0,0,0,,,,experience:24000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,20,,,94384,
CannonTowerUpgrades_28,28,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:422592,1152000,,85,401654,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,102040,102550,0,0,0,,,,experience:25600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,20,,,129168,
CannonTowerUpgrades_29,29,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:463488,1224000,,91,443347,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,112629,113192,0,0,0,,,,experience:27200,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,20,,,157320,
CannonTowerUpgrades_30,30,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:504384,1224000,,94,489370,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,124319,124940,0,0,0,,,,experience:30400,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,20,,,191680,
CannonTowerUpgrades_31,31,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:545280,1370990,,100,540170,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,137220,137906,0,0,0,,,,experience:32000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,20,,,233604,
CannonTowerUpgrades_32,32,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:586176,1468800,,106,596246,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,151461,152218,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,21,,,284592,
CannonTowerUpgrades_33,33,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:627072,1566720,,112,658141,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,167183,168018,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,21,,,346748,
CannonTowerUpgrades_34,34,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:667968,1664640,,118,726462,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,184535,185458,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,22,,,422496,
CannonTowerUpgrades_35,35,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:708864,1762560,,124,801875,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,203687,204705,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,22,,,514700,
CannonTowerUpgrades_36,36,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:749760,1762560,,130,885119,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,224829,225953,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,23,,,627120,
CannonTowerUpgrades_37,37,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:790656,1762560,,136,977004,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,248166,249407,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,23,,,764100,
CannonTowerUpgrades_38,38,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:831552,1762560,,142,1078427,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,273923,275293,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,24,,,930944,
CannonTowerUpgrades_39,39,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:872448,1762560,,145,1190380,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,302358,303869,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,24,,,1134248,
CannonTowerUpgrades_40,40,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:913344,1762560,,151,1313954,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,333742,335410,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,25,,,1381920,
CannonTowerUpgrades_41,41,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:954240,2290604,,157,1450357,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,368384,370226,0,0,0,,,,experience:35349,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,25,,,1683672,
CannonTowerUpgrades_42,42,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:995136,2743903,,163,1600920,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,406622,408655,0,0,0,,,,experience:42345,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,26,,,2051456,
CannonTowerUpgrades_43,43,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1036032,3197201,,169,1767114,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,448829,451074,0,0,0,,,,experience:49340,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,26,,,2499420,
CannonTowerUpgrades_44,44,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1076928,3650500,,175,1950560,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,495420,497897,0,0,0,,,,experience:56335,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,27,,,3045312,
CannonTowerUpgrades_45,45,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1117824,4103799,,181,2153050,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,546846,549580,0,0,0,,,,experience:63331,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,27,,,3710280,
CannonTowerUpgrades_46,46,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1158720,4177339,,187,2376560,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,603612,606630,0,0,0,,,,experience:70326,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,28,,,4520592,
CannonTowerUpgrades_47,47,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1199616,4314507,,193,2623276,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,666270,669601,0,0,0,,,,experience:77321,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,28,,,4847740,
CannonTowerUpgrades_48,48,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1240512,4553079,,196,2895603,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,735432,739109,0,0,0,,,,experience:84317,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,29,,,4978760,
CannonTowerUpgrades_49,49,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1281408,4602106,,202,3196202,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,811776,815835,0,0,0,,,,experience:91312,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,29,,,5109780,
CannonTowerUpgrades_50,50,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1322304,4777719,,208,3528005,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,896045,900526,0,0,0,,,,experience:98307,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,30,,,5240800,
CannonTowerUpgrades_51,51,0,bld_cannon_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1342752,5000000,,211,3894256,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,989064,994009,0,0,0,,,,experience:101805,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_cannon_level05_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,30,,,5494000,
