identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,shotsPerAttack,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,heightAttackBonusPercentage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityEffectDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,showcaseIsTrackingTarget,inRangeCompoundParticleEffectIdentifier,bonusLabel1,bonusLabel2,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,h
String,Integer,Integer,String,String,String,Integer,String,Integer,Float,Float,Float,Integer,Integer,String,String,Float,Float,Integer,Integer,String,String,String,String,String,String,String,String,Float,Float,Float,Integer,Integer,String,Integer,String,LocalizedString,LocalizedString,Integer,String,String,Integer,String
IceTurretBossNDEUpgrades_11,11,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:600,72000,,11,68330,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1165,6833,0,0,,,component:0.145,piercing:97,experience:1298,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield11|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,4,,,1230,
IceTurretBossNDEUpgrades_12,12,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:17819,86400,,12,76144,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1298,7614,0,0,,,component:0.135,piercing:125,experience:1667,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield12|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,4,,,1544,
IceTurretBossNDEUpgrades_13,13,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:700,129600,,13,84764,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1444,8476,0,0,,,component:0.125,piercing:164,experience:2058,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield13|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,5,,,1929,
IceTurretBossNDEUpgrades_14,14,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:38115,172800,,14,94362,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1608,9436,0,0,,,component:0.12,piercing:206,experience:2118,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield14|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,5,,,2391,
IceTurretBossNDEUpgrades_15,15,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:800,216000,,15,105050,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1789,10505,0,0,,,component:0.12,piercing:249,experience:2546,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield15|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,6,,,2941,
IceTurretBossNDEUpgrades_16,16,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:57617,259200,,15,116946,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1992,11695,0,0,,,component:0.12,piercing:249,experience:3000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield16|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,6,,,3631,
IceTurretBossNDEUpgrades_17,17,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:900,302400,,15,130190,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,2217,13019,0,0,,,component:0.12,piercing:249,experience:3097,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield17|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,7,,,4527,
IceTurretBossNDEUpgrades_18,18,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:86400,345600,,15,144934,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,2468,14493,0,0,,,component:0.12,piercing:249,experience:4000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield18|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,8,,,5602,
IceTurretBossNDEUpgrades_19,19,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1000,388800,,15,170242,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,2899,17024,0,0,,,component:0.12,piercing:249,experience:5334,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield19|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,9,,,7709,
IceTurretBossNDEUpgrades_20,20,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:154799,432000,,15,199966,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,3405,19997,0,0,,,component:0.12,piercing:249,experience:7000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield20|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,10,,,10653,
IceTurretBossNDEUpgrades_21,21,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1100,518400,,15,234884,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,4000,23488,0,0,,,component:0.12,piercing:249,experience:9143,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield21|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,11,,,14683,
IceTurretBossNDEUpgrades_22,22,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:219599,604800,,15,275898,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,4698,27590,0,0,,,component:0.12,piercing:249,experience:12000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield22|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,13,,,20281,
IceTurretBossNDEUpgrades_23,23,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1200,691200,,15,324074,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,5517,32407,0,0,,,component:0.12,piercing:249,experience:16000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield23|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,14,,,27938,
IceTurretBossNDEUpgrades_24,24,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:269232,864000,,15,380664,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,6481,38066,0,0,,,component:0.12,piercing:249,experience:17600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield24|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,16,,,38587,
IceTurretBossNDEUpgrades_25,25,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1300,864000,,15,447138,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,7612,44714,0,0,,,component:0.12,piercing:249,experience:19200,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield25|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,17,,,53227,
IceTurretBossNDEUpgrades_26,26,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:340800,936000,,15,554164,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,9433,55416,0,0,,,component:0.12,piercing:249,experience:20800,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield26|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,19,,,81715,
IceTurretBossNDEUpgrades_27,27,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1400,1080000,,15,686810,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,11691,68681,0,0,,,component:0.12,piercing:249,experience:24000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield27|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,20,,,125531,
IceTurretBossNDEUpgrades_28,28,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:422592,1152000,,15,803308,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,13673,80331,0,0,,,component:0.12,piercing:249,experience:25600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield28|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,20,,,171793,
IceTurretBossNDEUpgrades_29,29,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1500,1224000,,15,886694,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,15092,88669,0,0,,,component:0.12,piercing:249,experience:27200,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield29|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,20,,,209236,
IceTurretBossNDEUpgrades_30,30,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:504384,1224000,,15,978740,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,16659,97874,0,0,,,component:0.12,piercing:249,experience:30400,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield30|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,20,,,254934,
IceTurretBossNDEUpgrades_31,31,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1600,1370990,,15,1080340,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,18387,108034,0,0,,,component:0.12,piercing:249,experience:32000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield31|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,20,,,310693,
IceTurretBossNDEUpgrades_32,32,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:586176,1468800,,15,1192492,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,20296,119249,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield32|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,21,,,378507,
IceTurretBossNDEUpgrades_33,33,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1700,1566720,,15,1316282,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,22402,131628,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield33|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,21,,,461175,
IceTurretBossNDEUpgrades_34,34,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:667968,1664640,,15,1452924,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,24728,145292,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield34|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,22,,,561920,
IceTurretBossNDEUpgrades_35,35,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1800,1762560,,15,1603750,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,27294,160375,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,22,,,684551,
IceTurretBossNDEUpgrades_36,36,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:749760,1762560,,15,1770238,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,30127,177024,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield36|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,23,,,834070,
IceTurretBossNDEUpgrades_37,37,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1900,1762560,,15,1954008,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,33254,195401,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield37|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,23,,,1016253,
IceTurretBossNDEUpgrades_38,38,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:831552,1762560,,15,2156854,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,36706,215685,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield38|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,24,,,1238156,
IceTurretBossNDEUpgrades_39,39,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2000,1762560,,15,2380760,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,40516,238076,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield39|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,24,,,1508550,
IceTurretBossNDEUpgrades_40,40,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:913344,1762560,,15,2627908,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,44721,262791,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield40|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,25,,,1837954,
IceTurretBossNDEUpgrades_41,41,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2100,2290604,,15,2900714,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,49363,290071,0,0,,,component:0.12,piercing:249,experience:35349,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield41|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,25,,,2239284,
IceTurretBossNDEUpgrades_42,42,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:995136,2743903,,15,3201840,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,54487,320184,0,0,,,component:0.12,piercing:249,experience:42345,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield42|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,26,,,2728436,
IceTurretBossNDEUpgrades_43,43,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2200,3197201,,15,3534228,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,60143,353423,0,0,,,component:0.12,piercing:249,experience:49340,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield43|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,26,,,3324229,
IceTurretBossNDEUpgrades_44,44,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1076928,3650500,,15,3901120,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,66386,390112,0,0,,,component:0.12,piercing:249,experience:56335,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield44|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,27,,,4050265,
IceTurretBossNDEUpgrades_45,45,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2300,4103799,,15,4306100,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,73277,430610,0,0,,,component:0.12,piercing:249,experience:63331,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield45|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,27,,,4934672,
IceTurretBossNDEUpgrades_46,46,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1158720,4177339,,15,4753120,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,80884,475312,0,0,,,component:0.12,piercing:249,experience:70326,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield46|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,28,,,6012387,
IceTurretBossNDEUpgrades_47,47,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2400,4314507,,15,5246552,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,89280,524655,0,0,,,component:0.12,piercing:249,experience:77321,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield47|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,28,,,6447494,
IceTurretBossNDEUpgrades_48,48,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1240512,4553079,,15,5791206,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,98548,579121,0,0,,,component:0.12,piercing:249,experience:84317,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield48|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,29,,,6621751,
IceTurretBossNDEUpgrades_49,49,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2500,4602106,,15,6392404,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,108778,639240,0,0,,,component:0.12,piercing:249,experience:91312,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield49|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,29,,,6796007,
IceTurretBossNDEUpgrades_50,50,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1322304,4777719,,15,7056010,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,120070,705601,0,0,,,component:0.12,piercing:249,experience:98307,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield50|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,30,,,6970264,
IceTurretBossNDEUpgrades_51,51,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2600,5000000,,15,7788512,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,135405,778851,0,0,,,component:0.12,piercing:249,experience:101805,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield51|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,30,,,7307020,
IceTurretBossNDEUpgrades_52,52,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1363200,5000000,,15,8597054,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,150740,859705,0,0,,,component:0.12,piercing:249,experience:105303,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield52|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,30,,,8151091,
