identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,perAttackPercentageAttackIncrease,perNeighborPercentageActivatedAttackIncrease,destructionProbabilities,component,upgradeReward,showcaseNodeLocation,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityIgnoresUntargetable,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,projectileHitNodeName,bonusLabel1,bonusLabel2,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,h
String,Integer,Integer,String,String,String,Integer,String,Integer,Float,Float,Float,Integer,String,String,Float,Float,Integer,String,String,String,String,String,String,String,String,Integer,String,Float,Float,Integer,Integer,String,String,LocalizedString,LocalizedString,Integer,String,String,Integer,String
DarkFlakTowerUpgrades_34,34,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:667968,1664640,,118,871754,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,989109,1137475,0,,,,,experience:33600,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,22,,,684444,
DarkFlakTowerUpgrades_35,35,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:3200,1762560,,118,962250,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,1091760,1255524,0,,,,,experience:33600,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,22,,,833814,
DarkFlakTowerUpgrades_36,36,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:749760,1762560,,130,1062142,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,1205082,1385844,0,,,,,experience:33600,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,23,,,1015934,
DarkFlakTowerUpgrades_37,37,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:3400,1762560,,130,1172404,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,1330168,1529693,0,,,,,experience:33600,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,23,,,1237842,
DarkFlakTowerUpgrades_38,38,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:831552,1762560,,142,1294112,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,1468228,1688462,0,,,,,experience:33600,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,24,,,1508129,
DarkFlakTowerUpgrades_39,39,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:3600,1762560,,142,1428456,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,1620637,1863733,0,,,,,experience:33600,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,24,,,1837482,
DarkFlakTowerUpgrades_40,40,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:913344,1762560,,151,1576744,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,1788855,2057183,0,,,,,experience:33600,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,25,,,2238710,
DarkFlakTowerUpgrades_41,41,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:3800,2290604,,151,1740428,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,1974539,2270720,0,,,,,experience:35349,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,25,,,2727549,
DarkFlakTowerUpgrades_42,42,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:995136,2743903,,163,1921104,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2023902,2416046,0,,,,,experience:42345,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,26,,,3323359,
DarkFlakTowerUpgrades_43,43,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:4000,3197201,,163,2120536,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2074500,2570673,0,,,,,experience:49340,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,26,,,4049060,
DarkFlakTowerUpgrades_44,44,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:1076928,3650500,,175,2340672,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2126363,2735196,0,,,,,experience:56335,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,27,,,4933405,
DarkFlakTowerUpgrades_45,45,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:4200,4103799,,175,2583660,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2179522,2910249,0,,,,,experience:63331,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,27,,,6010654,
DarkFlakTowerUpgrades_46,46,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:1158720,4177339,,187,2851872,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2234010,3096505,0,,,,,experience:70326,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,28,,,7323359,
DarkFlakTowerUpgrades_47,47,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:4400,4314507,,187,3147931,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2289860,3294681,0,,,,,experience:77321,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,28,,,7853339,
DarkFlakTowerUpgrades_48,48,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:1240512,4553079,,196,3474723,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2347106,3505540,0,,,,,experience:84317,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,29,,,8065591,
DarkFlakTowerUpgrades_49,49,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:4600,4602106,,196,3835442,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2405784,3729895,0,,,,,experience:91312,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,29,,,8277844,
DarkFlakTowerUpgrades_50,50,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,piercing:1322304,4777719,,208,4233606,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2465929,3968608,0,,,,,experience:98307,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,30,,,8490096,
DarkFlakTowerUpgrades_51,51,0,bld_flakDark_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:4800,5000000,,208,4673107,0.555,1,50,prj_elementalFlakDark,hpReduction:hpReductionFlak,2604063,4650880,0,,,,,experience:101805,,prj_elementalFlakDark_special,stun:stun01|dragonSpellDependent:dragonSpellDependentLightningSpecial_FlakSuper,0,showBattleText:trebuchetShotText,2,1,1,50,bld_flak_death.lvl,release_001_05,Concussive Blast,Stun Enemy Dragon,30,,,8900280,
