identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,heightAttackBonusPercentage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,projectileHitNodeName,bonusLabel1,bonusLabel2,augmentTotalToUpgrade,augmentInfoIdentifiers,augmentTimeInSeconds,augmentReward,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,friendlySceneFile,friendlyExplosionSceneFile,h
String,Integer,Integer,String,String,String,Integer,String,Integer,Float,Float,Float,Integer,String,String,Float,Float,Integer,Integer,String,String,String,String,String,String,String,String,Float,Float,Integer,Integer,String,String,LocalizedString,String,Integer,String,Integer,String,Integer,String,String,Integer,String,String,String
BallistaTowerUpgrades_11,11,0,bld_attackShip_ballista_level03.lvl,stru_tower_lobLocators.lvl,piercing:12869,72000,,1,34165,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison11,1339,2009,0,0,,,,,experience:1298,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison11,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,4,,,925,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_12,12,0,bld_attackShip_ballista_level03.lvl,stru_tower_lobLocators.lvl,piercing:17819,86400,,1,38072,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison12,1492,2238,0,0,,,,,experience:1667,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison12,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,4,,,1161,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_13,13,0,bld_attackShip_ballista_level04.lvl,stru_tower_lobLocators.lvl,piercing:26927,129600,,1,42382,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison13,1661,2491,0,0,,,,,experience:2058,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison13,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,5,,,1450,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_14,14,0,bld_attackShip_ballista_level04.lvl,stru_tower_lobLocators.lvl,piercing:38115,172800,,1,47181,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison14,1849,2773,0,0,,,,,experience:2118,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison14,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,5,,,1798,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_15,15,0,bld_attackShip_ballista_level04.lvl,stru_tower_lobLocators.lvl,piercing:51677,216000,,1,52525,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison15,2058,3087,0,0,,,,,experience:2546,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison15,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,6,,,2211,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_16,16,0,bld_attackShip_ballista_level04.lvl,stru_tower_lobLocators.lvl,piercing:57617,259200,,1,58473,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison16,2291,3436,0,0,,,,,experience:3000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison16,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,6,,,2730,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_17,17,0,bld_attackShip_ballista_level04.lvl,stru_tower_lobLocators.lvl,piercing:77039,302400,,1,65095,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison17,2550,3825,0,0,,,,,experience:3097,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison17,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,7,,,3404,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_18,18,0,bld_attackShip_ballista_level04.lvl,stru_tower_lobLocators.lvl,piercing:86400,345600,,1,72467,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison18,2839,4258,0,0,,,,,experience:4000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison18,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,8,,,4212,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_19,19,0,bld_attackShip_ballista_level04.lvl,stru_tower_lobLocators.lvl,piercing:129598,388800,,1,85121,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison19,3334,5001,0,0,,,,,experience:5334,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison19,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,9,,,5796,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_20,20,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:154799,432000,,1,99983,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison20,3916,5874,0,0,,,,,experience:7000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison20,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,10,,,8010,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_21,21,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:187199,518400,,1,117442,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison21,4599,6899,0,0,,,,,experience:9143,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison21,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,11,,,11040,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_22,22,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:219599,604800,,1,137949,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison22,5402,8103,0,0,,,,,experience:12000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison22,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,13,,,15249,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_23,23,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:251999,691200,,1,162037,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison23,6345,9518,0,0,,,,,experience:16000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison23,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,14,,,21006,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_24,24,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:269232,864000,,1,190332,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison24,7453,11179,0,0,,,,,experience:17600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison24,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,16,,,29013,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_25,25,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:299904,864000,,1,223569,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison25,8754,13131,0,0,,,,,experience:19200,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison25,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,17,,,40020,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_26,26,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:340800,936000,,1,277082,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison26,10848,16272,0,0,,,,,experience:20800,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison26,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,19,,,61440,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_27,27,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:381696,1080000,,1,343405,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison27,13444,20166,0,0,,,,,experience:24000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison27,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,20,,,94384,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_28,28,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:422592,1152000,,1,401654,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison28,15724,23586,0,0,,,,,experience:25600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison28,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,20,,,129168,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_29,29,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:463488,1224000,,1,443347,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison29,17356,26034,0,0,,,,,experience:27200,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison29,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,20,,,157320,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_30,30,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:504384,1224000,,1,489370,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison30,19157,28736,0,0,,,,,experience:30400,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison30,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,20,,,191680,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_31,31,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:545280,1370990,,1,540170,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison31,21146,31718,0,0,,,,,experience:32000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison31,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,20,,,233604,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_32,32,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:586176,1468800,,1,596246,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison32,23340,35010,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison32,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,21,,,284592,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_33,33,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:627072,1566720,,1,658141,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison33,25763,38644,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison33,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,21,,,346748,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_34,34,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:667968,1664640,,1,726462,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison34,28437,42655,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison34,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,22,,,422496,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_35,35,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:708864,1762560,,1,801875,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison35,31388,47082,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison35,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,22,,,514700,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_36,36,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:749760,1762560,,1,885119,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison36,34646,51969,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison36,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,23,,,627120,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_37,37,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:790656,1762560,,1,977004,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison37,38242,57364,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison37,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,23,,,764100,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_38,38,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:831552,1762560,,1,1078427,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison38,42212,63317,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison38,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,24,,,930944,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
BallistaTowerUpgrades_39,39,0,bld_attackShip_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:872448,1762560,,1,1190380,0.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison39,46593,69890,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison39,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_attackShip_death.lvl,Bone_Bow,Poison Arrow,,0,attack:attackAugmentBallista_01|health:healthAugmentBallista_01|specialAttack:specialAttackAugmentBallista_01,0,experience:0,24,,,1134248,bld_attackShipFriendly_ballista.lvl,bld_attackShipFriendly_death.lvl,
