identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,sceneFile,discoveredImage,iconFilename,h
springMythicDragon_21,21,springMythicPlatinumStone:1,1,havePlatinumLegendary,2034722,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,115587,food:996,4.2,rage1,23,1229592,1,experience:0,1602693,29,7,6,drg_butterfly_v4.lvl,dragon_butterfly_v4_discovered_thumbnail.png,dragonThumbnail_butterfly_v4.png,
springMythicDragon_22,22,food:265700,1,,2191124,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,124474,food:1050,4.2,rage1,24,1352551,1,experience:0,1858586,29,7,6,drg_butterfly_v4.lvl,dragon_butterfly_v4_discovered_thumbnail.png,dragonThumbnail_butterfly_v4.png,
springMythicDragon_23,23,food:280313,1,,2359564,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,134045,food:1104,4.2,rage1,25,1487806,1,experience:0,2155326,29,7,6,drg_butterfly_v4.lvl,dragon_butterfly_v4_discovered_thumbnail.png,dragonThumbnail_butterfly_v4.png,
springMythicDragon_24,24,food:295731,1,,2540974,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,144351,food:1158,4.2,rage1,26,1636587,1,experience:0,2499571,29,7,6,drg_butterfly_v4.lvl,dragon_butterfly_v4_discovered_thumbnail.png,dragonThumbnail_butterfly_v4.png,
springMythicDragon_25,25,food:311996,1,,2736314,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,155450,food:1212,4.2,rage1,26,1800246,1,experience:0,2898615,29,7,6,drg_butterfly_v4.lvl,dragon_butterfly_v4_discovered_thumbnail.png,dragonThumbnail_butterfly_v4.png,
springMythicDragon_26,26,food:329156,1,have2LegendaryPlatinum,2946652,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,163253,food:1266,4.2,rage1,26,1980271,1,experience:0,3278203,29,7,6,drg_butterfly_v4.lvl,dragon_butterfly_v4_discovered_thumbnail.png,dragonThumbnail_butterfly_v4.png,
springMythicDragon_27,27,food:347259,1,,3020303,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,167334,food:1284,4.2,rage1,26,2178298,1,experience:0,3444152,29,7,6,drg_butterfly_v4.lvl,dragon_butterfly_v4_discovered_thumbnail.png,dragonThumbnail_butterfly_v4.png,
springMythicDragon_28,28,food:366358,1,,3095796,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,171517,food:1284,4.2,rage1,26,2396128,1,experience:0,3618428,29,7,6,drg_butterfly_v4.lvl,dragon_butterfly_v4_discovered_thumbnail.png,dragonThumbnail_butterfly_v4.png,
springMythicDragon_29,29,springMythicSapphireStone:1,1,haveLegendarySapphire,3252490,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,180200,food:1338,4.2,rage1,27,2635741,1,experience:0,3994045,36,8,6,drg_butterfly_v5.lvl,dragon_butterfly_v5_discovered_thumbnail.png,dragonThumbnail_butterfly_v5.png,
springMythicDragon_30,30,food:407766,1,,3417125,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,189323,food:1374,4.2,rage1,27,2899315,1,experience:0,4408635,36,8,6,drg_butterfly_v5.lvl,dragon_butterfly_v5_discovered_thumbnail.png,dragonThumbnail_butterfly_v5.png,
springMythicDragon_31,31,food:430193,1,,3590095,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,198907,food:1410,4.2,rage1,28,3189247,1,experience:0,4866239,36,8,6,drg_butterfly_v5.lvl,dragon_butterfly_v5_discovered_thumbnail.png,dragonThumbnail_butterfly_v5.png,
springMythicDragon_32,32,food:453854,1,,3771818,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,208976,food:1446,4.2,rage1,29,3508172,1,experience:0,5371377,36,8,6,drg_butterfly_v5.lvl,dragon_butterfly_v5_discovered_thumbnail.png,dragonThumbnail_butterfly_v5.png,
springMythicDragon_33,33,food:478816,1,have2LegendarySapphire,3962730,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,219555,food:1482,4.2,rage1,29,3858989,1,experience:0,5929083,36,8,6,drg_butterfly_v5.lvl,dragon_butterfly_v5_discovered_thumbnail.png,dragonThumbnail_butterfly_v5.png,
springMythicDragon_34,34,food:505151,1,,4163307,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,230670,food:1518,4.2,rage1,30,4244888,1,experience:0,6544464,36,8,6,drg_butterfly_v5.lvl,dragon_butterfly_v5_discovered_thumbnail.png,dragonThumbnail_butterfly_v5.png,
springMythicDragon_35,35,food:532934,1,,4374056,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,242348,food:1554,4.2,rage1,31,4478357,1,experience:0,7223789,36,8,6,drg_butterfly_v5.lvl,dragon_butterfly_v5_discovered_thumbnail.png,dragonThumbnail_butterfly_v5.png,
springMythicDragon_36,36,springMythicGarnetStone:1,1,haveLegendaryGarnet,4710344,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,260981,food:1572,4.2,rage1,31,4724667,1,experience:0,8377262,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_37,37,food:593169,1,,4828084,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,267506,food:1590,4.2,rage1,31,4984524,1,experience:0,8801412,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_38,38,food:625793,1,,5072473,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,281048,food:1626,4.2,rage1,32,5258673,1,experience:0,9715012,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_39,39,food:660212,1,,5329237,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,295276,food:1662,4.2,rage1,33,5547900,1,experience:0,10723557,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_40,40,food:696523,1,,5598998,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,310224,food:1698,4.2,rage1,33,5853035,1,experience:0,11836587,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_41,41,food:734832,1,have2LegendaryGarnet,5882410,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,325929,food:1734,4.2,rage1,34,6174952,1,experience:0,13065426,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_42,42,food:775248,1,,6180181,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,342428,food:1770,4.2,rage1,35,6514574,1,experience:0,14421698,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_43,43,food:817886,1,,6493012,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,359764,food:1806,4.2,rage1,35,6872876,1,experience:0,15918750,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_44,44,food:862870,1,,6821684,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,377976,food:1842,4.2,rage1,36,7250884,1,experience:0,17571200,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_45,45,food:910328,1,,7167006,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,397111,food:1878,4.2,rage1,37,8050100,1,experience:0,19395175,46,9,6,drg_butterfly_v6.lvl,dragon_butterfly_v6_discovered_thumbnail.png,dragonThumbnail_butterfly_v6.png,
springMythicDragon_46,46,springMythicEmeraldStone:1,1,haveLegendaryEmerald,7346164,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,407039,food:1932,4.2,rage1,38,8849316,1,experience:0,20377084,0,10,6,drg_butterfly_v7.lvl,dragon_butterfly_v7_discovered_thumbnail.png,dragonThumbnail_butterfly_v7.png,
springMythicDragon_47,47,food:987806,1,,8108716,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,449294,food:2004,4.2,rage1,39,9648532,1,experience:0,24827178,0,10,6,drg_butterfly_v7.lvl,dragon_butterfly_v7_discovered_thumbnail.png,dragonThumbnail_butterfly_v7.png,
springMythicDragon_48,48,food:1104023,1,have2LegendaryEmerald,10639144,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,589510,food:2202,4.2,rage1,40,11000000,1,experience:0,42740793,0,10,6,drg_butterfly_v7.lvl,dragon_butterfly_v7_discovered_thumbnail.png,dragonThumbnail_butterfly_v7.png,
springMythicDragon_49,49,food:1140000,1,have4LegendaryEmerald,11624824,17280,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,644128,food:2302,4.2,rage1,40,12400000,1,experience:0,47177614,0,10,6,drg_butterfly_v7.lvl,dragon_butterfly_v7_discovered_thumbnail.png,dragonThumbnail_butterfly_v7.png,
springMythicDragon_50,50,food:1305852,1,haveMythicEmerald,12518618,18000,fireball:T8C3HIdragon_fireball,frostbite:frostbite1|shattershard:shattershard1|cloak:cloak1|crumbleToDust:enfeeble1,693655,food:2674,4.2,rage1,40,0,1.2,experience:0,54711329,0,10,6,drg_butterfly_v7.lvl,dragon_butterfly_v7_discovered_thumbnail.png,dragonThumbnail_butterfly_v7.png,!@#cbaibplgmldpcnna
