identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,fillStateSceneFiles,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,harvestTimeInSeconds,harvestAmount,experienceThreshold,HP,destructionProbabilities,component,upgradeReward,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityEffects,activeAbilityDelay,activeAbilityCost,activeAbilityRange,explosionSceneFile,bonusLabel1,bonusLabel2,augmentTotalToUpgrade,augmentInfoIdentifiers,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,h
String,Integer,Integer,String,String,Array<String>,String,Integer,String,Integer,Integer,String,Integer,Float,String,String,String,String,String,String,Float,Integer,Integer,String,LocalizedString,String,Integer,String,Integer,String,String,Integer,String
LumberMillUpgrades_14,14,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:49152,53627,,1,75600,piercing:20160,,109163,,,experience:75,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,12,,,0,
LumberMillUpgrades_15,15,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:53760,52650,,1,75600,piercing:22050,,121527,,,experience:74,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,13,,,0,
LumberMillUpgrades_16,16,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:58368,51840,,1,75600,piercing:23940,,135293,,,experience:72,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,14,,,0,
LumberMillUpgrades_17,17,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:62976,51157,,1,75600,piercing:25830,,150616,,,experience:72,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,15,,,0,
LumberMillUpgrades_18,18,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:67584,50575,,1,75600,piercing:27720,,167676,,,experience:71,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,16,,,0,
LumberMillUpgrades_19,19,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:72192,50072,,1,75600,piercing:29610,,186669,,,experience:70,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,17,,,0,
LumberMillUpgrades_20,20,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:79104,74451,,1,75600,piercing:32445,,219265,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,18,,,0,
LumberMillUpgrades_21,21,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:86016,71720,,1,75600,piercing:35280,,257553,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,19,,,0,
LumberMillUpgrades_22,22,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:92928,69428,,1,75600,piercing:38115,,293894,,,experience:97,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,20,,,0,
LumberMillUpgrades_23,23,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:99840,67477,,1,75600,piercing:40950,,316490,,,experience:94,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,20,,,0,
LumberMillUpgrades_24,24,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:109056,87729,,1,52969,piercing:44730,,349343,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,21,,,0,
LumberMillUpgrades_25,25,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:118272,83966,,1,47455,piercing:48510,,385607,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,22,,,0,
LumberMillUpgrades_26,26,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:127488,80789,,1,42782,piercing:52290,,425637,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,22,,,0,
LumberMillUpgrades_27,27,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:136704,78072,,1,42765,piercing:56070,,469822,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,22,,,0,
LumberMillUpgrades_28,28,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:145920,75721,,1,42834,piercing:59850,,518593,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,22,,,0,
LumberMillUpgrades_29,29,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:148224,73561,,1,42816,piercing:63630,,572428,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,22,,,0,
LumberMillUpgrades_30,30,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:150528,71401,,1,42800,piercing:67410,,631852,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,23,,,0,
LumberMillUpgrades_31,31,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:152832,69241,,1,42785,piercing:71190,,697446,,,experience:97,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_32,32,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:155136,67081,,1,42772,piercing:74970,,769848,,,experience:94,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_33,33,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:192000,64921,,1,42824,piercing:78750,,849766,,,experience:91,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_34,34,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:201216,62761,,1,42810,piercing:82530,,937980,,,experience:88,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_35,35,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:210432,60601,,1,42798,piercing:86310,,1035354,,,experience:85,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_36,36,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:260832,64327,,1,42786,piercing:90090,,1142835,,,experience:90,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_37,37,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:271776,63440,,1,42830,piercing:93870,,1261474,,,experience:89,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_38,38,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:282720,62625,,1,42818,piercing:97650,,1392429,,,experience:87,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_39,39,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:293664,61873,,1,42807,piercing:101430,,1536979,,,experience:86,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_40,40,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:336672,61177,,1,42797,piercing:105210,,1696534,,,experience:85,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_41,41,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:348768,60531,,1,42787,piercing:108990,,1872654,,,experience:85,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_42,42,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:360864,59930,,1,42824,piercing:112770,,2067059,,,experience:84,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_43,43,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:379008,89054,,1,42809,piercing:118440,,2397151,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_44,44,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:472800,86859,,1,42796,piercing:124110,,2779957,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,
LumberMillUpgrades_45,45,0,bld_attackShip_wood.lvl,,stru_resource_lumberMill_active01.lvl|stru_resource_lumberMill_active02.lvl|stru_resource_lumberMill_active03.lvl,food:494400,84864,,1,42784,piercing:129780,,3223895,,,experience:100,,,heal:heal|showBattleText:repairShotText,1.5,1,90,bld_attackShip_death.lvl,Heal Neighboring Towers,,0,harvestRate:harvestHourlyLimitAugmentLumber_01|harvestCap:harvestCapAugmentLumber_01,24,,,0,!@#ejflbecmiaofjdmo
