csv,isBattleCritical,h
IceTurretBossNDEUpgrades.csv,1,
IceTurretBossUpgrades.csv,1,
IceTurretUpgrades.csv,1,
IncubatorUpgrades.csv,1,
LightningTowerTutorialUpgrades.csv,1,
LightningTowerUpgrades.csv,1,
LumberMillUpgrades.csv,1,
MageTowerBlueUpgrades.csv,1,
MageTowerUpgrades.csv,1,
MigrationUpgrades.csv,1,
BronzeStatueUpgrades.csv,1,
GoldStatueUpgrades.csv,1,
LibraryUpgrades.csv,1,
LighthouseUpgrades.csv,1,
MountDragonUpgrades.csv,1,
SilverStatueUpgrades.csv,1,
StatueUpgrades.csv,1,
TempleUpgrades.csv,1,
TripleTowersUpgrades.csv,1,
WaterGateUpgrades.csv,1,
OrbTowerBossNDEUpgrades.csv,1,
ResearchUpgrades.csv,1,
RubyMineUpgrades.csv,1,
RuneBuildingUpgrades.csv,1,
SalvageDepotBuildingUpgrades.csv,1,
ShrineUpgrades.csv,1,
SmokeAuraUpgrades.csv,1,
StableUpgrades.csv,1,
StorageUpgrades.csv,1,
StormTowerUpgrades.csv,1,
TrebuchetBossNDEUpgrades.csv,1,
TrebuchetBossUpgrades.csv,1,
TrebuchetUpgrades.csv,1,
WindTotemUpgrades.csv,1,
WMStableUpgrades.csv,1,
BuildingTooltipType.csv,0,
BuildingTransformationEligibility.csv,0,
BuildingTransformationParameters.csv,0,
BuildingTransformationRubble.csv,0,
ChatDeeplink.csv,0,
ChatMentionFeature.csv,0,
ChatParameters.csv,1,
Cinematic.csv,0,
CinematicScript.csv,0,
CollectionParameters.csv,0,
Level03ExpansionArea.csv,1,
Level03ExpansionRegion.csv,1,
Level05ExpansionArea.csv,1,
Level05ExpansionRegion.csv,1,
OceanLevelExpansionArea.csv,1,
OceanLevelExpansionRegion.csv,1,
Colony.csv,1,
ColorLookUpTable.csv,0,
ComplexParticleEffect.csv,0,
ComponentRewardMultiplier.csv,0,
CompoundParticleEffect.csv,0,
ConsecutiveDailyCheckInHighlight.csv,0,
ConsecutiveDailyCheckInParameters.csv,0,
ConsecutiveDailyCheckInRewards.csv,0,
ConsumableCategory.csv,0,
ConsumablePack.csv,0,
ConsumableParameters.csv,1,
Craftable.csv,0,
CraftingCategory.csv,0,
CraftingSlot.csv,0,
CurrencyConsumable.csv,0,
CurrencyConsumableCategory.csv,0,
CurrencyParameters.csv,1,
DefenderBoostConsumable.csv,1,
DragonSpellConsumable.csv,1,
ExpediteConsumable.csv,0,
HealingConsumable.csv,0,
IncreaseArmorConsumable.csv,1,
IncreaseAttackConsumable.csv,1,
IncreaseHPConsumable.csv,1,
ProductionBoostConsumable.csv,0,
SalvageShopMerchandise.csv,0,
SalvageShopParameters.csv,0,
Critter.csv,0,
CrossbreedingPairs.csv,0,
Currency.csv,0,
DailyBonus.csv,0,
Deck.csv,0,
DefenderBoost.csv,1,
DefenderBuildingActiveAbility.csv,1,
Defense.csv,0,
DestructibleLOB.csv,1,
DeviceAndroid.csv,0,
DeviceIOS.csv,0,
DeviceSpecificSettingsAndroid.csv,0,
DeviceSpecificSettingsIOS.csv,0,
Dragon.csv,1,
DragonArmor.csv,1,
DragonArmorLocation.csv,0,
DragonAttack.csv,1,
DragonClass.csv,1,
DragonDiscoveryParameters.csv,0,
DragonEgg.csv,0,
DragonParameters.csv,1,
DragonParentChildRelations.csv,0,
DragonPath.csv,1,
Level03DragonPathArea.csv,1,
OceanLevel03DragonPathArea.csv,1,
DragonPerchAttackFrame.csv,1,
DragonPerchBoost.csv,1,
DragonPerchParameters.csv,1,
DragonPoacherBoat.csv,1,
DragonRarityDescription.csv,0,
algorDragonUpgrades.csv,1,
androidDragonUpgrades.csv,1,
aprilBlueDragonUpgrades.csv,1,
aprilGoldDragonUpgrades.csv,1,
augustPlatinumDragonUpgrades.csv,1,
bixiDragonUpgrades.csv,1,
BoneDefenseUpgrades.csv,1,
chineseDragon02Upgrades.csv,1,
ChineseTutorialUpgrades.csv,1,
DododragonUpgrades.csv,1,
E17Q4DiscountDragonUpgrades.csv,1,
E17Q4FinalDragonUpgrades.csv,1,
E17Q4HunterDragonUpgrades.csv,1,
E17Q4NewYearDragonUpgrades.csv,1,
E17Q4SorcererDragonUpgrades.csv,1,
E17Q4WarriorDragonUpgrades.csv,1,
E18Q1DiscountDragonUpgrades.csv,1,
E18Q1FinalDragonUpgrades.csv,1,
E18Q1GoofyDragonUpgrades.csv,1,
E18Q1HunterDragonUpgrades.csv,1,
E18Q1SorcererDragonUpgrades.csv,1,
E18Q1WarriorDragonUpgrades.csv,1,
E18Q2DiscountDragonUpgrades.csv,1,
E18Q2FestiveDragonUpgrades.csv,1,
E18Q2FinalDragonUpgrades.csv,1,
E18Q2HunterDragonUpgrades.csv,1,
E18Q2SorcererDragonUpgrades.csv,1,
E18Q2WarriorDragonUpgrades.csv,1,
E18Q3DiscountDragonUpgrades.csv,1,
E18Q3FestiveDragonUpgrades.csv,1,
E18Q3HunterDragonUpgrades.csv,1,
E18Q3MythicHunterDragonUpgrades.csv,1,
E18Q3MythicWarriorDragonUpgrades.csv,1,
E18Q3SorcererDragonUpgrades.csv,1,
E18Q4DiscountDragon.csv,1,
E18Q4FestiveDragon.csv,1,
E18Q4MythicSorcererDragon.csv,1,
E18Q4MythicWarriorDragon.csv,1,
E18Q4SorcererDragon.csv,1,
E18Q4WarriorDragon.csv,1,
E19Q1DiscountDragonUpgrades.csv,1,
E19Q1FestiveDragonUpgrades.csv,1,
E19Q1MythicHunterDragonUpgrades.csv,1,
E19Q1MythicSorcererDragonUpgrades.csv,1,
E19Q1SorcererDragonUpgrades.csv,1,
E19Q1WarriorDragonUpgrades.csv,1,
E19Q2DiscountDragonUpgrades.csv,1,
E19Q2FestiveDragonUpgrades.csv,1,
E19Q2HunterDragonUpgrades.csv,1,
E19Q2MythicInvokerDragonUpgrades.csv,1,
E19Q2MythicWarriorDragonUpgrades.csv,1,
E19Q2WarriorDragonUpgrades.csv,1,
E19Q3DiscountDragonUpgrades.csv,1,
E19Q3FestiveDragonUpgrades.csv,1,
E19Q3HunterDragonUpgrades.csv,1,
E19Q3InvokerDragonUpgrades.csv,1,
E19Q3MythicHunterDragonUpgrades.csv,1,
E19Q3MythicWarriorDragonUpgrades.csv,1,
E19Q4DiscountDragonUpgrades.csv,1,
E19Q4FestiveDragonUpgrades.csv,1,
E19Q4HolidayDragonUpgrades.csv,1,
E19Q4InvokerDragonUpgrades.csv,1,
E19Q4MythicHunterDragonUpgrades.csv,1,
E19Q4MythicSorcererDragonUpgrades.csv,1,
E19Q4WarriorDragonUpgrades.csv,1,
earthEvolvingWarriorUpgrades.csv,1,
EarthFamiliarDragonUpgrades.csv,1,
ebonSapphireDragonUpgrades.csv,1,
fallDiscountDragonUpgrades.csv,1,
fallEventDragonUpgrades.csv,1,
fallHunterDragonUpgrades.csv,1,
fallMythicDragonUpgrades.csv,1,
fallSorcererDragonUpgrades.csv,1,
fallWarriorDragonUpgrades.csv,1,
julyBlueDragonUpgrades.csv,1,
julyPlatinumDragonUpgrades.csv,1,
juneTwitchDragonUpgrades.csv,1,
kothDragonUpgrades.csv,1,
LadonLTODragonUpgrades.csv,1,
LightningFamiliarDragonUpgrades.csv,1,
LythLTODragonUpgrades.csv,1,
marchBlueDragonUpgrades.csv,1,
marchGoldDragonUpgrades.csv,1,
marchGreenDragonUpgrades.csv,1,
mayBlueDragonUpgrades.csv,1,
mayPlatinumDragonUpgrades.csv,1,
newYearDragonUpgrades.csv,1,
nightshadeSapphireDragonUpgrades.csv,1,
OrmarrLTODragonUpgrades.csv,1,
pbogDragonUpgrades.csv,1,
penguinUpgrades.csv,1,
phasmosSapphireDragonUpgrades.csv,1,
pumpkinDragonUpgrades.csv,1,
RedEvolvingHunter.csv,1,
RedTutorialUpgrades.csv,1,
seaDragonUpgrades.csv,1,
SerpentDefenseUpgrades.csv,1,
ShadowApophetDragonUpgrades.csv,1,
ShrineInvokerDragonUpgrades.csv,1,
ShrineRoninDragonUpgrades.csv,1,
skarrSapphireDragonUpgrades.csv,1,
skothDragonUpgrades.csv,1,
snowdropDragonUpgrades.csv,1,
SpiritualGuardianDragonUpgrades.csv,1,
springDemonDragonUpgrades.csv,1,
springHunterDragonUpgrades.csv,1,
springMythicDragonUpgrades.csv,1,
springSorcererDragonUpgrades.csv,1,
springWarriorDragonUpgrades.csv,1,
StoneTutorialUpgrades.csv,1,
summerDiscountDragonUpgrades.csv,1,
summerHunterDragonUpgrades.csv,1,
summerMythicDragonUpgrades.csv,1,
summerSorcererDragonUpgrades.csv,1,
summerWarriorDragonUpgrades.csv,1,
SummonDragonUpgrades.csv,1,
SummonHolidayHelperDragonUpgrades.csv,1,
SummonPuppetDragonUpgrades.csv,1,
SummonReefDragonUpgrades.csv,1,
SummonSwarmDragonUpgrades.csv,1,
T10C3HEdragonUpgrades.csv,1,
T10C3HFdragonUpgrades.csv,1,
T10C3SIdragonUpgrades.csv,1,
T10C3SWdragonUpgrades.csv,1,
T10C3WFdragonUpgrades.csv,1,
T10C3WWdragonUpgrades.csv,1,
T10C4HEdragonUpgrades.csv,1,
T10C4SEdragonUpgrades.csv,1,
T10C4WDdragonUpgrades.csv,1,
T11C3HFdragonUpgrades.csv,1,
T11C3HWdragonUpgrades.csv,1,
T11C3SDdragonUpgrades.csv,1,
T11C3SIdragonUpgrades.csv,1,
T11C3WEdragonUpgrades.csv,1,
T11C3WFdragonUpgrades.csv,1,
T11C4HDdragonUpgrades.csv,1,
T11C4SFdragonUpgrades.csv,1,
T11C4WWdragonUpgrades.csv,1,
T12C3HDdragonUpgrades.csv,1,
T12C3HEdragonUpgrades.csv,1,
T12C3SFdragonUpgrades.csv,1,
T12C3SWdragonUpgrades.csv,1,
T12C3WFdragonUpgrades.csv,1,
T12C3WIdragonUpgrades.csv,1,
T12C4HDdragonUpgrades.csv,1,
T12C4SWdragonUpgrades.csv,1,
T12C4WdragonUpgrades.csv,1,
T12C4WIdragonUpgrades.csv,1,
T13C3HFdragonUpgrades.csv,1,
T13C3HWdragonUpgrades.csv,1,
T13C3SEdragonUpgrades.csv,1,
T13C3SWdragonUpgrades.csv,1,
T13C3WDdragonUpgrades.csv,1,
T13C3WIdragonUpgrades.csv,1,
T13C4HEdragonUpgrades.csv,1,
T13C4SIdragonUpgrades.csv,1,
T13C4WFdragonUpgrades.csv,1,
T14C3HIdragonUpgrades.csv,1,
T14C3HWdragonUpgrades.csv,1,
T14C3SDdragonUpgrades.csv,1,
T14C3SFdragonUpgrades.csv,1,
T14C3WEdragonUpgrades.csv,1,
T14C3WFdragonUpgrades.csv,1,
T14C4HDdragonUpgrades.csv,1,
T14C4SWdragonUpgrades.csv,1,
T14C4WEdragonUpgrades.csv,1,
T15C3HEdragonUpgrades.csv,1,
T15C3HWdragonUpgrades.csv,1,
T15C3SDdragonUpgrades.csv,1,
T15C3SWdragonUpgrades.csv,1,
T15C3WDdragonUpgrades.csv,1,
T15C3WIdragonUpgrades.csv,1,
T15C4HIDragonUpgrades.csv,1,
T15C4SDDragonUpgrades.csv,1,
T15C4WFDragonUpgrades.csv,1,
T1C1HIdragonUpgrades.csv,1,
T1C1SEdragonUpgrades.csv,1,
T1C1WFdragonUpgrades.csv,1,
T1C2HEdragonUpgrades.csv,1,
T1C2SFdragonUpgrades.csv,1,
T1C2WIdragonUpgrades.csv,1,
T1C3HFdragonUpgrades.csv,1,
T1C3SIdragonUpgrades.csv,1,
T1C3WEdragonUpgrades.csv,1,
T1GGSFdragonUpgrades.csv,1,
T1GGWFdragonUpgrades.csv,1,
T1GoldDragonUpgrades.csv,1,
T2C1HFdragonUpgrades.csv,1,
T2C1HIdragonUpgrades.csv,1,
T2C1HUdragonUpgrades.csv,1,
T2C1SFdragonUpgrades.csv,1,
T2C1WEdragonUpgrades.csv,1,
T2C1WIdragonUpgrades.csv,1,
T2C2HEdragonUpgrades.csv,1,
T2C2SUdragonUpgrades.csv,1,
T2C2WIdragonUpgrades.csv,1,
T2C3HFdragonUpgrades.csv,1,
T2C3HIdragonUpgrades.csv,1,
T2C3SEdragonUpgrades.csv,1,
T2C3SFdragonUpgrades.csv,1,
T2C3WEdragonUpgrades.csv,1,
T2C3WUdragonUpgrades.csv,1,
T2GGSIdragonUpgrades.csv,1,
T2GoldDragonUpgrades.csv,1,
T3C1HEdragonUpgrades.csv,1,
T3C1HIdragonUpgrades.csv,1,
T3C1SFdragonUpgrades.csv,1,
T3C1SIdragonUpgrades.csv,1,
T3C1WEdragonUpgrades.csv,1,
T3C1WUdragonUpgrades.csv,1,
T3C2HUdragonUpgrades.csv,1,
T3C2SEdragonUpgrades.csv,1,
T3C2WFdragonUpgrades.csv,1,
T3C3HFdragonUpgrades.csv,1,
T3C3HIdragonUpgrades.csv,1,
T3C3SUdragonUpgrades.csv,1,
T3C3WIdragonUpgrades.csv,1,
T3GGHEdragonUpgrades.csv,1,
T4C1HEdragonUpgrades.csv,1,
T4C1HFdragonUpgrades.csv,1,
T4C1HIdragonUpgrades.csv,1,
T4C1SDdragonUpgrades.csv,1,
T4C1SFdragonUpgrades.csv,1,
T4C1WUdragonUpgrades.csv,1,
T4C2HUdragonUpgrades.csv,1,
T4C2SEdragonUpgrades.csv,1,
T4C2WDdragonUpgrades.csv,1,
T4C2WIdragonUpgrades.csv,1,
T4C3HDdragonUpgrades.csv,1,
T4C3SIdragonUpgrades.csv,1,
T4C3SUdragonUpgrades.csv,1,
T4C3WEdragonUpgrades.csv,1,
T4C3WFdragonUpgrades.csv,1,
T4GGSDdragonUpgrades.csv,1,
T5C1HEdragonUpgrades.csv,1,
T5C1HIdragonUpgrades.csv,1,
T5C1SFdragonUpgrades.csv,1,
T5C1WDdragonUpgrades.csv,1,
T5C1WUdragonUpgrades.csv,1,
T5C2HDdragonUpgrades.csv,1,
T5C2SEdragonUpgrades.csv,1,
T5C2SUdragonUpgrades.csv,1,
T5C2WIdragonUpgrades.csv,1,
T5C3HFdragonUpgrades.csv,1,
T5C3HUdragonUpgrades.csv,1,
T5C3SDdragonUpgrades.csv,1,
T5C3SIdragonUpgrades.csv,1,
T5C3WEdragonUpgrades.csv,1,
T5C3WFdragonUpgrades.csv,1,
T5GGWUdragonUpgrades.csv,1,
T6C1HEdragonUpgrades.csv,1,
T6C1SFdragonUpgrades.csv,1,
T6C1SIdragonUpgrades.csv,1,
T6C1WDdragonUpgrades.csv,1,
T6C1WFdragonUpgrades.csv,1,
T6C1WIdragonUpgrades.csv,1,
T6C2HUdragonUpgrades.csv,1,
T6C3HIdragonUpgrades.csv,1,
T6C3HUdragonUpgrades.csv,1,
T6C3SDdragonUpgrades.csv,1,
T6C3SEdragonUpgrades.csv,1,
T6C3WFdragonUpgrades.csv,1,
T7C1HFdragonUpgrades.csv,1,
T7C1SIdragonUpgrades.csv,1,
T7C1WDdragonUpgrades.csv,1,
T7C2HDdragonUpgrades.csv,1,
T7C2HFdragonUpgrades.csv,1,
T7C2SEdragonUpgrades.csv,1,
T7C2WIdragonUpgrades.csv,1,
T7C3HDdragonUpgrades.csv,1,
T7C3SFdragonUpgrades.csv,1,
T7C3SIdragonUpgrades.csv,1,
T7C3WEdragonUpgrades.csv,1,
T7C3WIdragonUpgrades.csv,1,
T8C3HFdragonUpgrades.csv,1,
T8C3HIdragonUpgrades.csv,1,
T8C3SAdragonUpgrades.csv,1,
T8C3SIdragonUpgrades.csv,1,
T8C3WDdragonUpgrades.csv,1,
T8C3WEdragonUpgrades.csv,1,
T8C4HEdragonUpgrades.csv,1,
T8C4SDdragonUpgrades.csv,1,
T8C4WFdragonUpgrades.csv,1,
T9C3HEdragonUpgrades.csv,1,
T9C3HIdragonUpgrades.csv,1,
T9C3SDdragonUpgrades.csv,1,
T9C3SFdragonUpgrades.csv,1,
T9C3WDdragonUpgrades.csv,1,
T9C3WIdragonUpgrades.csv,1,
T9C4HIdragonUpgrades.csv,1,
T9C4SEdragonUpgrades.csv,1,
T9C4WWdragonUpgrades.csv,1,
tarandDragonUpgrades.csv,1,
tenguDragonUpgrades.csv,1,
twitchFanDragonUpgrades.csv,1,
yaziDragonUpgrades.csv,1,
ZalonLTODragonUpgrades.csv,1,
DragonSlotUnlock.csv,0,
DragonSpellRage.csv,0,
DragonTier.csv,0,
DragonWinXp.csv,0,
Element.csv,1,
EliteAccountPurchase.csv,0,
ErrorShouldNotSendCrashReport.csv,0,
EventIslandAnimationParticleEffects.csv,0,
EventPortal.csv,0,
ExpansionParameters.csv,0,
ExpediteParameters.csv,0,
FakeGuild.csv,0,
FakeUser.csv,0,
FakeUsername.csv,0,
FeatureUnlock.csv,0,
Flag.csv,0,
FlavorText.csv,0,
GameParameters.csv,0,
GlobalUniform.csv,0,
GoogleAchievements.csv,0,
GuildCrest.csv,0,
GuildEliminationWarParameters.csv,0,
GuildFlag.csv,0,
GuildParameters.csv,0,
GuildTreasuryParameters.csv,0,
HealingCurve.csv,0,
HelpShiftTags.csv,0,
IAPAnnuityPack.csv,0,
IAPCurrency.csv,0,
IAPMysteryPack.csv,0,
IAPValuePack.csv,0,
IAPValuePackChain.csv,0,
IAPPagesTicker.csv,0,
InitialObject.csv,0,
Language.csv,0,
Leaderboard.csv,0,
LeaderboardParameters.csv,0,
LeagueNames.csv,0,
Leagues.csv,0,
LeanPlumEvents.csv,0,
LegacyDragonSpellOrdering.csv,0,
Level.csv,0,
LevelMultiplier.csv,0,
LevelUpPopup.csv,0,
LoadingScreenBackgroundImage.csv,0,
LoadingScreenTip.csv,0,
AnimatingLOBType.csv,0,
AnimationObject.csv,0,
DragonAnimationKeyMapping.csv,0,
FarmerAnimationKeyMapping.csv,0,
FishermanAnimationKeyMapping.csv,0,
LumberjackAnimationKeyMapping.csv,0,
LumberjackDirectingAnimationKeyMapping.csv,0,
MageAnimationKeyMapping.csv,0,
MageMysticAnimationKeyMapping.csv,0,
SheepAnimationKeyMapping.csv,0,
ShepardAnimationKeyMapping.csv,0,
SoldierAnimationKeyMapping.csv,0,
AlchemyLOBObject.csv,0,
BreedingCaveLOBObject.csv,0,
BuilderHutLOBObject.csv,0,
FarmLOBObject.csv,0,
GuildLOBObject.csv,0,
IncubatorLOBObject.csv,0,
LumberLOBObject.csv,0,
ResearchLOBObject.csv,0,
StableLOBObject.csv,0,
TowerLOBObject.csv,0,
VaultLOBObject.csv,0,
WorldLOBObject.csv,0,
LocalizationFiles.csv,0,
LocalNotification.csv,0,
LocalNotificationParameters.csv,0,
LootMultiplier.csv,0,
AprilGoldDragonBreeding.csv,0,
DodoDragonBreeding.csv,0,
earthEvolvingWarriorBreeding.csv,0,
JulyPlatinumDragonBreeding.csv,1,
KothDragonBreeding.csv,0,
LadonLTODragonBreeding.csv,0,
LythLTODragonBreeding.csv,0,
MarchGoldDragonBreeding.csv,0,
MayPlatinumDragonBreeding.csv,0,
NewYearDragonBreeding.csv,0,
OrmarrLTODragonBreeding.csv,0,
SkothDragonBreeding.csv,0,
ZalonLTODragonBreeding.csv,0,
MailParameters.csv,0,
MapReskinAssets.csv,1,
MenuTabConfig.csv,0,
Monument.csv,0,
MvpParameters.csv,0,
MvpStats.csv,0,
Narration.csv,0,
Narrative.csv,0,
NarrativeParameters.csv,0,
NativeGacha.csv,0,
Neighbor.csv,0,
NotificationChannel.csv,0,
ParticleEffect.csv,0,
PathingEffect.csv,0,
Powerup.csv,0,
PresentationSlide.csv,0,
ProgressiveAvatarPortrait.csv,0,
Projectile.csv,1,
PVEMap.csv,0,
PVEMap01.csv,0,
PVEMap02.csv,0,
PVEMap03.csv,0,
PVEMap04.csv,0,
PVEMap05.csv,0,
PVEMap06.csv,0,
PVEMap07.csv,0,
PVEMap08.csv,0,
PVEMap09.csv,0,
RankedReward.csv,0,
ReferralParameters.csv,0,
ReferralReward.csv,0,
ReferralSpecialReward.csv,0,
RemoteNotification.csv,0,
Research.csv,1,
ResearchParameters.csv,0,
ResearchTierScaleFactor.csv,0,
ResistAbility.csv,1,
RestrictedSpellCombo.csv,1,
Reward.csv,0,
RewardDistribution.csv,0,
Rider.csv,1,
RiderGear.csv,1,
RiderGearCategory.csv,1,
RiderGearParameters.csv,1,
RiderGearPull.csv,0,
RiderGearSet.csv,1,
RiderMission.csv,0,
RiderMissionLevel.csv,0,
RiderMissionParameters.csv,0,
RiderParameters.csv,1,
RiderPosition.csv,1,
AshRiderUpgrades.csv,1,
Atlas_ArcherUpgrades.csv,1,
Atlas_ButcherKnightUpgrades.csv,1,
Atlas_CaptainFireUpgrades.csv,1,
Atlas_CaptainWindUpgrades.csv,1,
Atlas_CloudRiderUpgrades.csv,1,
Atlas_CromUpgrades.csv,1,
Atlas_PirateCaptainUpgrades.csv,1,
E17Q4_KaylaUpgrades.csv,1,
E17Q4_TorUpgrades.csv,1,
E18Q1_OksanaUpgrades.csv,1,
E18Q1_TerrisUpgrades.csv,1,
E18Q2_NalUpgrades.csv,1,
E18Q2_TanokUpgrades.csv,1,
E18Q3_LorenzoUpgrades.csv,1,
E18Q3_PortiaUpgrades.csv,1,
E18Q4_AstridUpgrades.csv,1,
E18Q4_BjornUpgrades.csv,1,
E19Q1_KazaneUpgrades.csv,1,
E19Q1_SaitoUpgrades.csv,1,
E19Q2_AnoUpgrades.csv,1,
E19Q2_LeilaniUpgrades.csv,1,
E19Q3_ReginaldUpgrades.csv,1,
E19Q3_VivianUpgrades.csv,1,
E19Q4_Atlas_AnjaUpgrades.csv,1,
E19Q4_Atlas_AuroraUpgrades.csv,1,
E19Q4_MackenzieUpgrades.csv,1,
E19Q4_RosheenUpgrades.csv,1,
KharnyxMinionUpgrades.csv,1,
RiderSkillTree.csv,0,
Rune.csv,1,
RuneAura.csv,1,
RuneParameters.csv,1,
RuneRarity.csv,1,
RuneSet.csv,1,
DevourHopeSpell.csv,1,
DragonPerchBoostEffects.csv,1,
FrostbiteSpell.csv,1,
GloomAndDoomSpell.csv,1,
IntimidatingRoarSpell.csv,1,
NightfallSpell.csv,1,
SacrificeSpell.csv,1,
SeethingSparkSpell.csv,1,
ShadowApophetSpell.csv,1,
ShattershardSpell.csv,1,
Shrine.csv,1,
ShrineRankedReward.csv,1,
SplitTestOption.csv,0,
StatefulRewardDistribution.csv,1,
StealEssenceSpell.csv,1,
SturdyDefenseEffects.csv,1,
Subleagues.csv,1,
Swappable.csv,0,
ThunderstormSpell.csv,1,
TierBasedDiscounting.csv,0,
UserAccountParameters.csv,0,
ValuePackGift.csv,0,
WM3DLockedRegions.csv,0,
WM3DParameters.csv,0,
WMGachaCard.csv,0,
WMGachaConfig.csv,0,
WMGachaDeck.csv,0,
ServerRequest.csv,0,
ServerReward.csv,0,
ShaderProgramCommon.csv,0,
ShaderProgramGame.csv,0,
ShowcasableDragonEgg.csv,0,
SlideShow.csv,0,
SMRAction.csv,0,
AbsorbMagicSpell.csv,1,
AdaptiveBreathSpell.csv,1,
AdaptiveResistSpell.csv,1,
AlterFateSpell.csv,1,
AoeSpell.csv,1,
BattlecrySpell.csv,1,
BerserkSpell.csv,1,
BloodFurySpell.csv,1,
BorrowTimeSpell.csv,1,
CelestialDanceSpell.csv,1,
ChainLightningSpell.csv,1,
ChargedShieldSpell.csv,1,
CloakSpell.csv,1,
ConsumeSpell.csv,1,
CosmicEnergySpell.csv,1,
CrumbleToDustSpell.csv,1,
CrystallineShieldSpell.csv,1,
CurePoisonSpell.csv,1,
DaybreakSpell.csv,1,
DeflectingGaleSpell.csv,1,
DesiccatingSandSpell.csv,1,
DissipateSpell.csv,1,
DodgeSpell.csv,1,
DragonCurseSpell.csv,1,
DreadfulRoarSpell.csv,1,
ElementalBarrierSpell.csv,1,
EnergySyphonSpell.csv,1,
ExplosiveAegisSpell.csv,1,
FerociousBarrierSpell.csv,1,
FireLanceSpell.csv,1,
FluxSpell.csv,1,
FreezeAttackSpell.csv,1,
FreezeEffect.csv,1,
FrenzySpell.csv,1,
FrozenTombSpell.csv,1,
FuryOfTheWastesSpell.csv,1,
GalvanicOverloadSpell.csv,1,
GloomCloudSpellEffect.csv,1,
HealDragonSpell.csv,1,
HealingMarkSpell.csv,1,
HealthRageDeathMarkSpell.csv,1,
HeatBlastShieldSpell.csv,1,
HeatedPiercingBreathSpell.csv,1,
HoverSpell.csv,1,
HurricaneSpell.csv,1,
IncreaseRageGenerationSpell.csv,1,
InstantKillSpell.csv,1,
InvertSpell.csv,1,
InvincibleSpell.csv,1,
IsolationSpell.csv,1,
KamikazeSpell.csv,1,
LightSpeedSpell.csv,1,
LockdownSpell.csv,1,
MaleficBreathSpell.csv,1,
MindControlSpell.csv,1,
NocturnalFissureSpell.csv,1,
NorthernLightsSpell.csv,1,
NovaSpell.csv,1,
RadianceSpell.csv,1,
RisingPhoenixSpell.csv,1,
SeekerShotsSpell.csv,1,
ShieldAssaultSpell.csv,1,
ShortCircuitSpell.csv,1,
SouthernCrossSpell.csv,1,
SpeedBoostSpell.csv,1,
SpellAttribute.csv,0,
SpellCommon.csv,1,
SpellType.csv,0,
StarburnSpell.csv,1,
StoneskinSpell.csv,1,
