identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,heightAttackBonusPercentage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,showcaseNodeLocation,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityIgnoresUntargetable,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,projectileHitNodeName,bonusLabel1,bonusLabel2,augmentTotalToUpgrade,augmentInfoIdentifiers,augmentTimeInSeconds,augmentReward,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,friendlySceneFile,friendlyExplosionSceneFile,h
String,Integer,String,String,String,String,Integer,String,Integer,Float,Float,Float,Integer,String,String,Float,Float,Integer,Integer,String,String,String,String,String,String,String,String,Integer,String,Float,Float,Integer,Integer,String,String,LocalizedString,LocalizedString,Integer,String,Integer,String,Integer,String,String,Integer,String,String,String
CannonTowerUpgrades_11,11,0,bld_attackShip_cannon_level03.lvl,stru_tower_lobLocators.lvl,piercing:7336,51896,,1,28826,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,7334,7371,0,0,0,,,,experience:936,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,3,,,660,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_12,12,0,bld_attackShip_cannon_level03.lvl,stru_tower_lobLocators.lvl,piercing:11306,66355,,1,32316,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,8221,8263,0,0,0,,,,experience:1280,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,4,,,840,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_13,13,0,bld_attackShip_cannon_level04.lvl,stru_tower_lobLocators.lvl,piercing:18051,103561,,1,36083,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,9178,9224,0,0,0,,,,experience:1644,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,4,,,1040,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_14,14,0,bld_attackShip_cannon_level04.lvl,stru_tower_lobLocators.lvl,piercing:26433,137915,,1,40169,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,10216,10267,0,0,0,,,,experience:1691,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,5,,,1288,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_15,15,0,bld_attackShip_cannon_level04.lvl,stru_tower_lobLocators.lvl,piercing:36694,177093,,1,44718,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,11372,11429,0,0,0,,,,experience:2087,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,5,,,1590,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_16,16,0,bld_attackShip_cannon_level04.lvl,stru_tower_lobLocators.lvl,piercing:66748,219927,,1,52525,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,13354,13420,0,0,0,,,,experience:2546,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,6,,,2211,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_17,17,0,bld_attackShip_cannon_level04.lvl,stru_tower_lobLocators.lvl,piercing:103025,297600,,1,61695,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,15683,15762,0,0,0,,,,experience:3048,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,7,,,3060,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_18,18,0,bld_attackShip_cannon_level04.lvl,stru_tower_lobLocators.lvl,piercing:118279,345600,,1,72467,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,18421,18513,0,0,0,,,,experience:4000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,8,,,4212,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_19,19,0,bld_attackShip_cannon_level04.lvl,stru_tower_lobLocators.lvl,piercing:129598,388800,,1,85121,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,21636,21744,0,0,0,,,,experience:5334,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,9,,,5796,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_20,20,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:154799,432000,,1,99983,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,25412,25539,0,0,0,,,,experience:7000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,10,,,8010,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_21,21,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:187199,518400,,1,117442,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,29847,29996,0,0,0,,,,experience:9143,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,11,,,11040,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_22,22,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:219599,604800,,1,137949,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,35056,35232,0,0,0,,,,experience:12000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,13,,,15249,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_23,23,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:251999,691200,,1,162037,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,41175,41381,0,0,0,,,,experience:16000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,14,,,21006,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_24,24,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:269232,864000,,1,190332,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,48363,48605,0,0,0,,,,experience:17600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,16,,,29013,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_25,25,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:299904,864000,,1,223569,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,56806,57090,0,0,0,,,,experience:19200,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,17,,,40020,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_26,26,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:340800,936000,,1,277082,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,70397,70749,0,0,0,,,,experience:20800,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,19,,,61440,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_27,27,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:381696,1080000,,1,343405,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,87244,87680,0,0,0,,,,experience:24000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,20,,,94384,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_28,28,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:422592,1152000,,1,401654,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,102040,102550,0,0,0,,,,experience:25600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,20,,,129168,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_29,29,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:463488,1224000,,1,443347,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,112629,113192,0,0,0,,,,experience:27200,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,20,,,157320,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_30,30,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:504384,1224000,,1,489370,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,124319,124940,0,0,0,,,,experience:30400,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,20,,,191680,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_31,31,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:545280,1370990,,1,540170,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,137220,137906,0,0,0,,,,experience:32000,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,20,,,233604,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_32,32,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:586176,1468800,,1,596246,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,151461,152218,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,21,,,284592,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_33,33,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:627072,1566720,,1,658141,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,167183,168018,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,21,,,346748,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_34,34,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:667968,1664640,,1,726462,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,184535,185458,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,22,,,422496,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_35,35,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:708864,1762560,,1,801875,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,203687,204705,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,22,,,514700,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
CannonTowerUpgrades_36,36,0,bld_attackShip_cannon_level05.lvl,stru_tower_lobLocators.lvl,piercing:749760,1762560,,1,885119,0.67,1,70,prj_Cannon_level05,hpReduction:hpReduction22,224829,225953,0,0,0,,,,experience:33600,,prj_cannon_special_level05,hpReduction:hpReductionCannonSpecial|removeInvincibility:removeInvincibility|disruptSpell:disruptShields,0,showBattleText:cannonShotText,1.5,1,1,90,bld_attackShip_death.lvl,release_001_05,Heavy Explosives,Break All Shield Spells,0,attack:attackAugmentCannon_01|health:healthAugmentCannon_01|specialAttack:specialAttackAugmentCannon_01,0,experience:0,23,,,627120,bld_attackShipFriendly_cannon.lvl,bld_attackShipFriendly_death.lvl,
