identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,ammoRechargingVFX,ammoChargedVFX,ammoRechargingSFX,h
E19Q3InvokerDragon_10,10,food:277200,1,,2874801,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,358360,food:1248,4.2,rage1,25,1723030,1,experience:0,3000270,13,7,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_11,11,food:334224,1,have2LegendaryPlatinum,3095796,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,385913,food:1302,4.2,rage1,26,1855513,1,experience:0,3479258,13,7,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_12,12,food:348480,1,,3333791,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,415586,food:1356,4.2,rage1,27,1998183,1,experience:0,4034784,13,7,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_13,13,E19Q3InvokerDragonSapphireStone:1,1,haveLegendarySapphire,3417125,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,425975,food:1374,4.2,rage1,27,2048135,1,experience:0,4239073,17,8,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_14,14,food:367488,1,,3771818,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,470196,food:1446,4.2,rage1,29,2260751,1,experience:0,5164786,17,8,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_15,15,food:386496,1,have2LegendarySapphire,4163307,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,519007,food:1518,4.2,rage1,30,2495443,1,experience:0,6292754,17,8,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_16,16,food:405504,1,,4948770,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,616934,food:1644,4.2,rage1,32,2966289,1,experience:0,8891275,17,8,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_17,17,E19Q3InvokerDragonGarnetStone:1,1,haveLegendaryGarnet,5199269,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,648166,food:1680,4.2,rage1,33,3116455,1,experience:0,9814178,21,9,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_18,18,food:448272,1,,5462453,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,680979,food:1716,4.2,rage1,34,4348826,1,experience:0,10833077,21,9,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_19,19,food:608019,1,have2LegendaryGarnet,6180181,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,770463,food:1806,4.2,rage1,35,4920290,1,experience:0,13867018,21,9,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_20,20,food:639577,1,,8108716,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1010910,food:2004,4.2,rage1,39,6455816,1,experience:0,23872287,21,9,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_21,21,E19Q3InvokerDragonEmeraldStone:1,1,haveLegendaryEmerald,8950451,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1115854,food:2076,4.2,rage1,41,7126007,1,experience:0,29085711,25,10,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_22,22,food:734251,1,,9879552,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1231693,food:2148,4.2,rage1,43,9620518,1,experience:0,35437935,25,10,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_23,23,food:928931,1,have2LegendaryEmerald,10379670,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1294047,food:2184,4.2,rage1,44,10107553,1,experience:0,39116698,25,10,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_24,24,food:944371,1,,12037133,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1500695,food:2292,4.2,rage1,47,11721647,1,experience:0,52607048,25,10,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_25,25,E19Q3InvokerDragonObsidianStone:1,1,haveLegendaryObsidian,12338053,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1538213,food:2310,4.2,rage1,47,12014684,1,experience:0,55270340,33,11,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_26,26,food:998408,1,,12646493,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1576668,food:2328,4.2,rage1,48,14397039,1,experience:0,58068192,33,11,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_27,27,food:1176224,1,,13618862,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1697897,food:2382,4.2,rage1,49,15504034,1,experience:0,67341184,33,11,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_28,28,food:1203298,1,have2LegendaryObsidian,14665990,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,1828449,food:2436,4.2,rage1,52,16696141,1,experience:0,78094999,33,11,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_29,29,food:1230373,1,,16188452,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,2018264,food:2508,4.2,rage1,56,18429404,1,experience:0,94660046,33,11,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_30,30,food:1266472,1,haveMythicObsidian,17433154,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,2173449,food:2562,4.2,rage1,59,19846444,1,experience:0,107725526,33,11,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_31,31,food:1293546,1,,18773574,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,2340566,food:2616,4.2,rage1,61,21372443,1,experience:0,119160870,33,11,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_32,32,food:1320620,1,,20217057,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,2520532,food:2670,4.2,rage1,62,23015776,1,experience:0,129871499,33,11,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_33,33,E19Q3InvokerDragonHarbingerStone:1,1,haveLegendaryHarbinger,21240540,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,2648134,food:2706,4.2,rage1,63,24180946,1,experience:0,137173547,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_34,34,food:1365744,1,,24031677,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,2996118,food:2796,4.2,rage1,66,27358510,1,experience:0,155994368,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_35,35,food:1410867,1,,25879472,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,3226491,food:2850,4.2,rage1,67,29462110,1,experience:0,167674771,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_36,36,food:1437942,1,have2LegendaryHarbinger,27869319,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,3474577,food:2904,4.2,rage1,69,31727463,1,experience:0,179646106,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_37,37,food:1465016,1,,31531517,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,3931163,food:2994,4.2,rage1,71,35896698,1,experience:0,200244846,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_38,38,food:1510139,1,haveMythicHarbinger,33127776,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,4130177,food:3030,4.2,rage1,72,37713958,1,experience:0,208710623,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_39,39,food:1528189,1,,36566830,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,4558941,food:3102,4.2,rage1,74,41629147,1,experience:0,226030086,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_40,40,food:1564288,1,,38418008,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,4789737,food:3138,4.2,rage1,76,43736615,1,experience:0,234883773,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_41,41,food:1582337,1,,42406227,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,5286972,food:3210,4.2,rage1,80,48277025,1,experience:0,252979055,42,12,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_42,42,E19Q3InvokerDragonVanguardStone:1,1,haveLegendaryVanguard,45666821,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,5693489,food:3264,4.2,rage1,81,51989066,1,experience:0,266889938,50,13,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_43,43,food:1645510,1,,47978680,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,5981721,food:3300,4.2,rage1,82,54621004,1,experience:0,276325488,50,13,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_44,44,food:1663560,1,,51667765,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,6441658,food:3354,4.2,rage1,84,58820840,1,experience:0,290721258,50,13,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_45,45,food:1690634,1,have2LegendaryVanguard,54283436,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,6767766,food:3390,4.2,rage1,85,61798635,1,experience:0,300480067,50,13,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_46,46,food:1708684,1,,55640513,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,6936960,food:3408,4.2,rage1,85,63343596,1,experience:0,305407960,50,13,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_47,47,food:1717708,1,haveMythicVanguard,57031512,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,7110384,food:3426,4.2,rage1,86,64927184,1,experience:0,310368179,50,13,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_48,48,food:1726733,1,,59918711,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,7470346,food:3462,4.2,rage1,87,68214118,1,experience:0,320385594,50,13,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_49,49,food:1744783,1,,69487271,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,8663308,food:3570,4.2,rage1,90,79107445,1,experience:0,351213659,50,13,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_50,50,E19Q3InvokerDragonEmpyreanStone:1,1,haveLegendaryEmpyrean,73005043,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,9101887,food:3606,4.2,rage1,91,83112252,1,experience:0,361748287,57,14,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_51,51,food:1816980,1,,78618389,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,9801736,food:3660,4.2,rage1,92,89502796,1,experience:0,377792672,57,14,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_52,52,food:1844055,1,have2LegendaryEmpyrean,80583833,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,10046779,food:3678,4.2,rage1,93,91740362,1,experience:0,383205453,57,14,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_53,53,food:1853079,1,,91173140,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,11367006,food:3768,4.2,rage1,95,103795780,1,experience:0,410754240,57,14,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_54,54,food:1898203,1,haveMythicEmpyrean,93452456,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,11651181,food:3786,4.2,rage1,96,106390671,1,experience:0,416360975,57,14,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_55,55,food:1907228,1,,100638024,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,12547046,food:3840,4.2,rage1,97,114571104,1,experience:0,433375134,57,14,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_56,56,food:1934302,1,,116709147,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,14550724,food:3948,4.2,rage1,100,132867340,1,experience:0,468276250,57,14,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_57,57,E19Q3InvokerDragonAbyssalStone:1,1,haveLegendaryAbyssal,125682923,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,15669537,food:4002,4.2,rage1,102,143083579,1,experience:0,486163206,0,15,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_58,58,food:2015525,1,,132045585,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,16462807,food:4038,4.2,rage1,103,150327180,1,experience:0,498249473,0,15,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_59,59,food:2033574,1,,138730361,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,17296236,food:4074,4.2,rage1,104,157937490,1,experience:0,510465042,0,15,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,
E19Q3InvokerDragon_60,60,food:2051623,1,,149397376,17280,unisonCharge:E19Q3InvokerDragon_unisonCharge,southernCross:invokeAssimilate1|dissipate:writhe1|maleficBreath:entropy1|darkFlakResist01:darkFlakResist01,18626153,food:4128,4.2,rage1,105,0,1.2,experience:0,529030840,0,15,5,prj_drg_voidTentacle_recharging.lvl,prj_drg_voidTentacle_charged.lvl,unison_charge_recharging,!@#clmgjcdbncnicbia
