identifier,inBundle,shouldZip,numParts,h
prop_wm_fighter_lvl01_mat_LOD00.pvr,0,0,1,
prop_wm_fighter_lvl01_nrm_LOD00.apvr,0,0,1,
prop_wm_fighter_lvl01_nrm_LOD00.epvr,0,0,1,
prop_wm_fighter_lvl01_nrm_LOD00.pvr,0,0,1,
prop_wm_fighter_lvl02.pod,0,1,1,
prop_wm_fighter_lvl02_LOD00.dat,0,1,1,
prop_wm_fighter_lvl02_dif_LOD00.apvr,0,0,1,
prop_wm_fighter_lvl02_dif_LOD00.epvr,0,0,1,
prop_wm_fighter_lvl02_dif_LOD00.pvr,0,0,1,
prop_wm_fighter_lvl02_mat_LOD00.apvr,0,0,1,
prop_wm_fighter_lvl02_mat_LOD00.epvr,0,0,1,
prop_wm_fighter_lvl02_mat_LOD00.pvr,0,0,1,
prop_wm_fighter_lvl02_nrm_LOD00.apvr,0,0,1,
prop_wm_fighter_lvl02_nrm_LOD00.epvr,0,0,1,
prop_wm_fighter_lvl02_nrm_LOD00.pvr,0,0,1,
prop_wm_fighter_lvl03.pod,0,1,1,
prop_wm_fighter_lvl03_LOD00.dat,0,1,1,
prop_wm_fighter_lvl03_dif_LOD00.apvr,0,0,1,
prop_wm_fighter_lvl03_dif_LOD00.epvr,0,0,1,
prop_wm_fighter_lvl03_dif_LOD00.pvr,0,0,1,
prop_wm_fighter_lvl04.pod,0,1,1,
prop_wm_fighter_lvl04_LOD00.dat,0,1,1,
prop_wm_fighter_lvl04_dif_LOD00.apvr,0,0,1,
prop_wm_fighter_lvl04_dif_LOD00.epvr,0,0,1,
prop_wm_fighter_lvl04_dif_LOD00.pvr,0,0,1,
prop_wm_fighter_lvl05.pod,0,1,1,
prop_wm_fighter_mat_LOD00.apvr,0,0,1,
prop_wm_fighter_mat_LOD00.epvr,0,0,1,
prop_wm_fighter_mat_LOD00.pvr,0,0,1,
prop_wm_fighter_nrm_LOD00.apvr,0,0,1,
prop_wm_fighter_nrm_LOD00.epvr,0,0,1,
prop_wm_fighter_nrm_LOD00.pvr,0,0,1,
prop_wm_goldMine.dat,0,1,1,
prop_wm_goldMine_lvl01.dat,0,1,1,
prop_wm_goldMine_lvl01.pod,0,1,1,
prop_wm_goldMine_lvl01_dif_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl01_dif_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl01_dif_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl01_mat_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl01_mat_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl01_mat_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl01_nrm_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl01_nrm_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl01_nrm_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl02.dat,0,1,1,
prop_wm_goldMine_lvl02.pod,0,1,1,
prop_wm_goldMine_lvl02_dif_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl02_dif_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl02_dif_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl02_mat_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl02_mat_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl02_mat_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl02_nrm_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl02_nrm_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl02_nrm_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl03.dat,0,1,1,
prop_wm_goldMine_lvl03.pod,0,1,1,
prop_wm_goldMine_lvl03_dif_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl03_dif_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl03_dif_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl03_mat_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl03_mat_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl03_mat_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl03_nrm_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl03_nrm_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl03_nrm_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl04.dat,0,1,1,
prop_wm_goldMine_lvl04.pod,0,1,1,
prop_wm_goldMine_lvl04_dif_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl04_dif_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl04_dif_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl04_mat_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl04_mat_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl04_mat_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl04_nrm_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl04_nrm_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl04_nrm_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl05.dat,0,1,1,
prop_wm_goldMine_lvl05.pod,0,1,1,
prop_wm_goldMine_lvl05_dif_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl05_dif_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl05_dif_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl05_mat_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl05_mat_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl05_mat_LOD00.pvr,0,0,1,
prop_wm_goldMine_lvl05_nrm_LOD00.apvr,0,0,1,
prop_wm_goldMine_lvl05_nrm_LOD00.epvr,0,0,1,
prop_wm_goldMine_lvl05_nrm_LOD00.pvr,0,0,1,
prop_wm_poacherKing_LOD00.pod,0,1,1,
prop_wm_poacherKing_dif_LOD00.apvr,0,0,1,
prop_wm_poacherKing_dif_LOD00.epvr,0,0,1,
prop_wm_poacherKing_dif_LOD00.pvr,0,0,1,
prop_wm_poacherKing_dif_LOD01.apvr,0,0,1,
prop_wm_poacherKing_dif_LOD01.epvr,0,0,1,
prop_wm_poacherKing_dif_LOD01.pvr,0,0,1,
prop_wm_poacherKing_mat.apvr,0,0,1,
prop_wm_poacherKing_mat.epvr,0,0,1,
prop_wm_poacherKing_mat.pvr,0,0,1,
prop_wm_poacherKing_nrm.apvr,0,0,1,
prop_wm_poacherKing_nrm.epvr,0,0,1,
prop_wm_poacherKing_nrm.pvr,0,0,1,
prop_wm_poacher_LOD00.dat,0,1,1,
prop_wm_poacher_LOD00.pod,0,1,1,
prop_wm_poacher_dif_LOD00.apvr,0,0,1,
prop_wm_poacher_dif_LOD00.epvr,0,0,1,
prop_wm_poacher_dif_LOD00.pvr,0,0,1,
prop_wm_poacher_dragon_dif_LOD00.apvr,0,0,1,
prop_wm_poacher_dragon_dif_LOD00.epvr,0,0,1,
prop_wm_poacher_dragon_dif_LOD00.pvr,0,0,1,
prop_wm_poacher_dragon_mat_LOD00.apvr,0,0,1,
prop_wm_poacher_dragon_mat_LOD00.epvr,0,0,1,
prop_wm_poacher_dragon_mat_LOD00.pvr,0,0,1,
prop_wm_poacher_dragon_nrm_LOD00.apvr,0,0,1,
prop_wm_poacher_dragon_nrm_LOD00.epvr,0,0,1,
prop_wm_poacher_dragon_nrm_LOD00.pvr,0,0,1,
prop_wm_poacher_king_LOD00.dat,0,1,1,
prop_wm_poacher_mat_LOD00.apvr,0,0,1,
prop_wm_poacher_mat_LOD00.epvr,0,0,1,
prop_wm_poacher_mat_LOD00.pvr,0,0,1,
prop_wm_poacher_nrm_LOD00.apvr,0,0,1,
prop_wm_poacher_nrm_LOD00.epvr,0,0,1,
prop_wm_poacher_nrm_LOD00.pvr,0,0,1,
prop_wm_ruins.dat,0,1,1,
prop_wm_ruins.pod,0,1,1,
prop_wm_ruins_dif_LOD00.apvr,0,0,1,
prop_wm_ruins_dif_LOD00.epvr,0,0,1,
prop_wm_ruins_dif_LOD00.pvr,0,0,1,
prop_wm_ruins_mat_LOD00.apvr,0,0,1,
prop_wm_ruins_mat_LOD00.epvr,0,0,1,
prop_wm_ruins_mat_LOD00.pvr,0,0,1,
prop_wm_ruins_nrm_LOD00.apvr,0,0,1,
prop_wm_ruins_nrm_LOD00.epvr,0,0,1,
prop_wm_ruins_nrm_LOD00.pvr,0,0,1,
prop_wm_rusher_LOD00.pod,0,1,1,
prop_wm_rusher_lvl01.pod,0,1,1,
prop_wm_rusher_lvl01_LOD00.dat,0,1,1,
prop_wm_rusher_lvl01_dif_LOD00.apvr,0,0,1,
prop_wm_rusher_lvl01_dif_LOD00.epvr,0,0,1,
