identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,sceneFile,discoveredImage,iconFilename,h
fallMythicDragon_31,31,food:430193,1,,5133836,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,46544,food:1410,4.2,rage4,28,3189247,1,experience:0,5263324,36,8,6,drg_werewolf_v5.lvl,dragon_werwewolf_v5_discovered_thumbnail.png,dragonThumbnail_werewolf_v5_discovered.png,
fallMythicDragon_32,32,food:453854,1,,5393700,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,48901,food:1446,4.2,rage4,29,3508172,1,experience:0,5809682,36,8,6,drg_werewolf_v5.lvl,dragon_werwewolf_v5_discovered_thumbnail.png,dragonThumbnail_werewolf_v5_discovered.png,
fallMythicDragon_33,33,food:478816,1,have2LegendarySapphire,5666704,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,51376,food:1482,4.2,rage4,29,3858989,1,experience:0,6412896,36,8,6,drg_werewolf_v5.lvl,dragon_werwewolf_v5_discovered_thumbnail.png,dragonThumbnail_werewolf_v5_discovered.png,
fallMythicDragon_34,34,food:505151,1,,5953529,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,53977,food:1518,4.2,rage4,30,4244888,1,experience:0,7078492,36,8,6,drg_werewolf_v5.lvl,dragon_werwewolf_v5_discovered_thumbnail.png,dragonThumbnail_werewolf_v5_discovered.png,
fallMythicDragon_35,35,food:532934,1,,6254900,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,56710,food:1554,4.2,rage4,31,4478357,1,experience:0,7813250,36,8,6,drg_werewolf_v5.lvl,dragon_werwewolf_v5_discovered_thumbnail.png,dragonThumbnail_werewolf_v5_discovered.png,
fallMythicDragon_36,36,fallMythicGarnetStone:1,1,haveLegendaryGarnet,6735791,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,61070,food:1572,4.2,rage4,31,4724667,1,experience:0,9060847,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_37,37,food:593169,1,,6904160,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,62597,food:1590,4.2,rage4,31,4984524,1,experience:0,9519607,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_38,38,food:625793,1,,7253636,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,65765,food:1626,4.2,rage4,32,5258673,1,experience:0,10507757,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_39,39,food:660212,1,,7620808,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,69094,food:1662,4.2,rage4,33,5547900,1,experience:0,11598600,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_40,40,food:696523,1,,8006567,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,72593,food:1698,4.2,rage4,33,5853035,1,experience:0,12802453,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_41,41,food:734832,1,have2LegendaryGarnet,8411846,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,76267,food:1734,4.2,rage4,34,6174952,1,experience:0,14131564,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_42,42,food:775248,1,,8837659,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,80129,food:1770,4.2,rage4,35,6514574,1,experience:0,15598509,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_43,43,food:817886,1,,9285008,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,84185,food:1806,4.2,rage4,35,6872876,1,experience:0,17217721,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_44,44,food:862870,1,,9755009,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,88447,food:1842,4.2,rage4,36,7250884,1,experience:0,19005009,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_45,45,food:910328,1,,10248818,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,92924,food:1878,4.2,rage4,37,8050100,1,experience:0,20977821,46,9,6,drg_werewolf_v6.lvl,dragon_werwewolf_v6_discovered_thumbnail.png,dragonThumbnail_werewolf_v6_discovered.png,
fallMythicDragon_46,46,fallMythicEmeraldStone:1,1,haveLegendaryEmerald,10505014,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,95247,food:1932,4.2,rage4,38,8849316,1,experience:0,22039853,51,10,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_47,47,food:987806,1,,11595463,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,105135,food:2004,4.2,rage4,39,9648532,1,experience:0,26853076,51,10,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_48,48,food:1026545,1,,12861611,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,116616,food:2076,4.2,rage4,40,10447748,1,experience:0,32717469,51,10,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_49,49,food:1065284,1,have2LegendaryEmerald,14127759,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,128097,food:2148,4.2,rage4,40,11246968,1,experience:0,39862856,51,10,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_50,50,food:1104023,1,,15137573,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,137253,food:2202,4.2,rage4,40,12336803,1,experience:0,46228442,51,10,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_51,51,fallMythicObsidianStone:1,1,haveLegendaryObsidian,16147387,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,146410,food:2274,4.2,rage4,46,13426638,1,experience:0,52075151,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_52,52,food:1161783,1,,17388928,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,157667,food:2328,4.2,rage4,48,14516473,1,experience:0,60390919,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_53,53,food:1190663,1,,18725935,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,169790,food:2382,4.2,rage4,49,15606308,1,experience:0,70034831,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_54,54,food:1219543,1,have2LegendaryObsidian,20165736,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,182845,food:2436,4.2,rage4,52,16696141,1,experience:0,81218798,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_55,55,food:1248422,1,,21716231,17280,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,196904,food:2490,4.2,rage4,55,18819322,1,experience:0,91628943,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_56,56,food:1428917,1,haveMythicObsidian,23149486,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,209900,food:2926,4.2,rage4,56,20942504,1,experience:0,98446447,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_57,57,food:1439172,1,,23728206,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,215147,food:2947,4.2,rage4,57,21466065,1,experience:0,102923211,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_58,58,food:1449428,1,,24321393,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,220526,food:2968,4.2,rage4,58,22002714,1,experience:0,107452535,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_59,59,food:1459683,1,,24929409,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,226039,food:2989,4.2,rage4,59,22552777,1,experience:0,112034547,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_60,60,food:1469938,1,,25552629,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,231690,food:3010,4.2,rage4,60,23116595,1,experience:0,116669363,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_61,61,food:1480194,1,,26191436,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,237482,food:3031,4.2,rage4,60,23694507,1,experience:0,120281525,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_62,62,food:1490449,1,,26846211,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,243419,food:3052,4.2,rage4,61,24286867,1,experience:0,123927304,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_63,63,food:1500704,1,,27517350,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,249505,food:3073,4.2,rage4,61,24894038,1,experience:0,127606704,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_64,64,food:1510960,1,,28205269,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,255742,food:3094,4.2,rage4,62,25516385,1,experience:0,131319722,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,
fallMythicDragon_65,65,food:1521215,1,,28910392,18000,flamethrower:fallMythicDragon_flamethrower,frostbite:feralRage1|berserk:fullMoon1|intimidatingRoar:intimidatingRoar1|iceTurretResist01:iceTurretResist01,262136,food:3115,4.2,rage4,62,0,1.2,experience:0,135066358,0,11,6,drg_werewolf_v7.lvl,dragon_werwewolf_v7_discovered_thumbnail.png,dragonThumbnail_werewolf_v7_discovered.png,!@#nehildphpogacjcj
