identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,heightAttackBonusPercentage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,projectileHitNodeName,bonusLabel1,bonusLabel2,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,h
String,Integer,Integer,String,String,String,Integer,String,Integer,Float,Float,Float,Integer,String,String,Float,Float,Integer,Integer,String,String,String,String,String,String,String,String,Float,Float,Integer,Integer,String,String,LocalizedString,String,Integer,String,String,Integer,String
BallistaTowerBossNDEUpgrades_11,11,0,bld_ballista_level05.lvl,stru_tower_lobLocators.lvl,piercing:12869,72000,,1,68330,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison11,1339,2009,0,0,,,,,experience:1298,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison11,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,4,,,925,
BallistaTowerBossNDEUpgrades_12,12,0,bld_ballista_level05-2.lvl,stru_tower_lobLocators.lvl,piercing:17819,86400,,1,76144,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison12,1492,2238,0,0,,,,,experience:1667,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison12,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,4,,,1161,
BallistaTowerBossNDEUpgrades_13,13,0,bld_ballista_level05-3.lvl,stru_tower_lobLocators.lvl,piercing:26927,129600,,1,84764,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison13,1661,2491,0,0,,,,,experience:2058,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison13,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,5,,,1450,
BallistaTowerBossNDEUpgrades_14,14,0,bld_ballista_level05-4.lvl,stru_tower_lobLocators.lvl,piercing:38115,172800,,1,94362,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison14,1849,2773,0,0,,,,,experience:2118,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison14,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,5,,,1798,
BallistaTowerBossNDEUpgrades_15,15,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:51677,216000,,1,105050,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison15,2058,3087,0,0,,,,,experience:2546,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison15,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,6,,,2211,
BallistaTowerBossNDEUpgrades_16,16,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:57617,259200,,1,116946,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison16,2291,3436,0,0,,,,,experience:3000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison16,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,6,,,2730,
BallistaTowerBossNDEUpgrades_17,17,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:77039,302400,,1,130190,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison17,2550,3825,0,0,,,,,experience:3097,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison17,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,7,,,3404,
BallistaTowerBossNDEUpgrades_18,18,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:86400,345600,,1,144934,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison18,2839,4258,0,0,,,,,experience:4000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison18,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,8,,,4212,
BallistaTowerBossNDEUpgrades_19,19,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:129598,388800,,1,170242,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison19,3334,5001,0,0,,,,,experience:5334,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison19,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,9,,,5796,
BallistaTowerBossNDEUpgrades_20,20,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:154799,432000,,1,199966,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison20,3916,5874,0,0,,,,,experience:7000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison20,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,10,,,8010,
BallistaTowerBossNDEUpgrades_21,21,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:187199,518400,,1,234884,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison21,4599,6899,0,0,,,,,experience:9143,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison21,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,11,,,11040,
BallistaTowerBossNDEUpgrades_22,22,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:219599,604800,,1,275898,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison22,5402,8103,0,0,,,,,experience:12000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison22,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,13,,,15249,
BallistaTowerBossNDEUpgrades_23,23,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:251999,691200,,1,324074,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison23,6345,9518,0,0,,,,,experience:16000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison23,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,14,,,21006,
BallistaTowerBossNDEUpgrades_24,24,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:269232,864000,,1,380664,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison24,7453,11179,0,0,,,,,experience:17600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison24,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,16,,,29013,
BallistaTowerBossNDEUpgrades_25,25,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:299904,864000,,1,447138,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison25,8754,13131,0,0,,,,,experience:19200,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison25,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,17,,,40020,
BallistaTowerBossNDEUpgrades_26,26,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:340800,936000,,1,554164,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison26,10848,16272,0,0,,,,,experience:20800,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison26,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,19,,,61440,
BallistaTowerBossNDEUpgrades_27,27,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:381696,1080000,,1,686810,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison27,13444,20166,0,0,,,,,experience:24000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison27,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,20,,,94384,
BallistaTowerBossNDEUpgrades_28,28,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:422592,1152000,,1,803308,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison28,15724,23586,0,0,,,,,experience:25600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison28,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,20,,,129168,
BallistaTowerBossNDEUpgrades_29,29,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:463488,1224000,,1,886694,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison29,17356,26034,0,0,,,,,experience:27200,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison29,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,20,,,157320,
BallistaTowerBossNDEUpgrades_30,30,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:504384,1224000,,1,978740,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison30,19157,28736,0,0,,,,,experience:30400,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison30,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,20,,,191680,
BallistaTowerBossNDEUpgrades_31,31,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:545280,1370990,,1,1080340,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison31,21146,31718,0,0,,,,,experience:32000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison31,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,20,,,233604,
BallistaTowerBossNDEUpgrades_32,32,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:586176,1468800,,1,1192492,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison32,23340,35010,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison32,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,21,,,284592,
BallistaTowerBossNDEUpgrades_33,33,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:627072,1566720,,1,1316282,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison33,25763,38644,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison33,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,21,,,346748,
BallistaTowerBossNDEUpgrades_34,34,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:667968,1664640,,1,1452924,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison34,28437,42655,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison34,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,22,,,422496,
BallistaTowerBossNDEUpgrades_35,35,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:708864,1762560,,1,1603750,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison35,31388,47082,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison35,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,22,,,514700,
BallistaTowerBossNDEUpgrades_36,36,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:749760,1762560,,1,1770238,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison36,34646,51969,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison36,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,23,,,627120,
BallistaTowerBossNDEUpgrades_37,37,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:790656,1762560,,1,1954008,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison37,38242,57364,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison37,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,23,,,764100,
BallistaTowerBossNDEUpgrades_38,38,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:831552,1762560,,1,2156854,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison38,42212,63317,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison38,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,24,,,930944,
BallistaTowerBossNDEUpgrades_39,39,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:872448,1762560,,1,2380760,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison39,46593,69890,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison39,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,24,,,1134248,
BallistaTowerBossNDEUpgrades_40,40,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:913344,1762560,,1,2627908,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison40,51430,77144,0,0,,,,,experience:33600,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison40,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,25,,,1381920,
BallistaTowerBossNDEUpgrades_41,41,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:954240,2290604,,1,2900714,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison41,56768,85152,0,0,,,,,experience:35349,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison41,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,25,,,1683672,
BallistaTowerBossNDEUpgrades_42,42,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:995136,2743903,,1,3201840,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison42,62660,93991,0,0,,,,,experience:42345,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison42,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,26,,,2051456,
BallistaTowerBossNDEUpgrades_43,43,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1036032,3197201,,1,3534228,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison43,69165,103747,0,0,,,,,experience:49340,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison43,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,26,,,2499420,
BallistaTowerBossNDEUpgrades_44,44,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1076928,3650500,,1,3901120,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison44,76344,114516,0,0,,,,,experience:56335,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison44,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,27,,,3045312,
BallistaTowerBossNDEUpgrades_45,45,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1117824,4103799,,1,4306100,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison45,84269,126403,0,0,,,,,experience:63331,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison45,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,27,,,3710280,
BallistaTowerBossNDEUpgrades_46,46,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1158720,4177339,,1,4753120,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison46,93017,139525,0,0,,,,,experience:70326,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison46,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,28,,,4520592,
BallistaTowerBossNDEUpgrades_47,47,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1199616,4314507,,1,5246552,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison47,102672,154008,0,0,,,,,experience:77321,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison47,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,28,,,4847740,
BallistaTowerBossNDEUpgrades_48,48,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1240512,4553079,,1,5791206,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison48,113330,169995,0,0,,,,,experience:84317,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison48,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,29,,,4978760,
BallistaTowerBossNDEUpgrades_49,49,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1281408,4602106,,1,6392404,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison49,125095,187642,0,0,,,,,experience:91312,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison49,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,29,,,5109780,
BallistaTowerBossNDEUpgrades_50,50,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1322304,4777719,,1,7056010,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison50,138081,207121,0,0,,,,,experience:98307,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison50,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,30,,,5240800,
BallistaTowerBossNDEUpgrades_51,51,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1342752,5000000,,1,7788512,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison51,152415,228622,0,0,,,,,experience:101805,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison51,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,30,,,5494000,
BallistaTowerBossNDEUpgrades_52,52,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1363200,5000000,,1,8597054,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison52,168237,252355,0,0,,,,,experience:105303,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison52,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,30,,,6128640,
BallistaTowerBossNDEUpgrades_53,53,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1383648,5000000,,1,9726772,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison53,190344,285516,0,0,,,,,experience:106000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison53,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,31,,,6955465,
BallistaTowerBossNDEUpgrades_54,54,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1404096,5000000,,1,11004944,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison54,215356,323034,0,0,,,,,experience:106000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison54,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,32,,,7819540,
BallistaTowerBossNDEUpgrades_55,55,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1424544,5000000,,1,12451076,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison55,243655,365483,0,0,,,,,experience:106000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison55,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,33,,,8720865,
BallistaTowerBossNDEUpgrades_56,56,0,bld_ballista_level05-5.lvl,stru_tower_lobLocators.lvl,piercing:1455216,5000000,,1,12762352,1.5,1.2,70,prj_ballista_level05,hpReduction:hpReduction24|poison:poison56,249747,374620,0,0,,,,,experience:106000,ballista_special_level05,hpReduction:hpReduction24|poison:supershot_poison56,showBattleText:ballistaShotText,1.5,1.2,1,90,bld_ballista_level05_death.lvl,Bone_Bow,Poison Arrow,,34,,,8905600,
