file,hash,deps,h
bld_ballista_level03-3.lvl,8f8e568184770147ae86bc0bd083a8fe,bld_ballista_level03-3_bld_ballista_level03_High.pgmat|bld_ballista_level03-3_dif.png|bld_ballista_level03_LOD00.POD|bld_ballista_level03_LOD01.POD|bld_ballista_level03_LOD02.POD|bld_ballista_level03_LOD03.POD|bld_ballista_level03_anim_attack.POD|bld_ballista_level03_anim_idle.POD|bld_ballista_level03_nrm.png,
bld_ballista_level03-3.zip,f815a738dacaf7a1bcde1b30372e3050,,
bld_ballista_level03-4.lvl,9f0c1e21cb192835b0f4d4fe5b617d4d,bld_ballista_level03-4_bld_ballista_level03_High.pgmat|bld_ballista_level03-4_dif.png|bld_ballista_level03_LOD00.POD|bld_ballista_level03_LOD01.POD|bld_ballista_level03_LOD02.POD|bld_ballista_level03_LOD03.POD|bld_ballista_level03_anim_attack.POD|bld_ballista_level03_anim_idle.POD|bld_ballista_level03_nrm.png,
bld_ballista_level03-4.zip,1c0e47b06516d1ed0da4a672447cf5ae,,
bld_ballista_level03.lvl,f4ecaa46291e9d9e3642645724b0ae60,bld_ballista_level03_LOD00.POD|bld_ballista_level03_LOD01.POD|bld_ballista_level03_LOD02.POD|bld_ballista_level03_LOD03.POD|bld_ballista_level03_anim_attack.POD|bld_ballista_level03_anim_idle.POD|bld_ballista_level03_bld_ballista_level03_High.pgmat|bld_ballista_level03_dif.png|bld_ballista_level03_nrm.png,
bld_ballista_level03.zip,af7faa879ed2d73a7223b761fe0faa48,,
bld_ballista_level03_LOD03.POD,da56b980eb88cda0b9a1abdbcd0c84d0,,
bld_ballista_level04-2.lvl,e63ddbe0f2d3d6747f5cd202475388bc,bld_ballista_level04-2_bld_ballista_level04_High.pgmat|bld_ballista_level04-2_dif.png|bld_ballista_level04_LOD00.POD|bld_ballista_level04_LOD01.POD|bld_ballista_level04_LOD02.POD|bld_ballista_level04_LOD03.POD|bld_ballista_level04_anim_attack.POD|bld_ballista_level04_anim_idle.POD|bld_ballista_level04_nrm.png,
bld_ballista_level04-2.zip,b40c2b35b2f1edea0fad1b26562bb09a,,
bld_ballista_level04-3.lvl,21d4db1f1c2bb629a9f8e815e8a0e8db,bld_ballista_level04-3_bld_ballista_level04_High.pgmat|bld_ballista_level04-3_dif.png|bld_ballista_level04_LOD00.POD|bld_ballista_level04_LOD01.POD|bld_ballista_level04_LOD02.POD|bld_ballista_level04_LOD03.POD|bld_ballista_level04_anim_attack.POD|bld_ballista_level04_anim_idle.POD|bld_ballista_level04_nrm.png,
bld_ballista_level04-3.zip,b3c523176d309f681611018a408f12ef,,
bld_ballista_level04-4.lvl,40ece406b0dfb89c5a819369e4f95f3a,bld_ballista_level04-4_bld_ballista_level04_High.pgmat|bld_ballista_level04-4_dif.png|bld_ballista_level04_LOD00.POD|bld_ballista_level04_LOD01.POD|bld_ballista_level04_LOD02.POD|bld_ballista_level04_LOD03.POD|bld_ballista_level04_anim_attack.POD|bld_ballista_level04_anim_idle.POD|bld_ballista_level04_nrm.png,
bld_ballista_level04-4.zip,83142abd697ba1faf790065f313e3236,,
bld_ballista_level04.lvl,4f1779afb54820c18947bc2f4f3e8612,bld_ballista_level04_LOD00.POD|bld_ballista_level04_LOD01.POD|bld_ballista_level04_LOD02.POD|bld_ballista_level04_LOD03.POD|bld_ballista_level04_anim_attack.POD|bld_ballista_level04_anim_idle.POD|bld_ballista_level04_bld_ballista_level04_High.pgmat|bld_ballista_level04_dif.png|bld_ballista_level04_nrm.png,
bld_ballista_level04.zip,6f2c515fe1e22b9e9669a85395a20f8c,,
bld_ballista_level04_LOD03.POD,5ef9e7630202f18c0cf2984b91f5c242,,
bld_ballista_level05-2.lvl,25ee80451d7d293d0f8bbbf445716021,bld_ballista_level05-2_bld_ballista_level05_High.pgmat|bld_ballista_level05-2_dif.png|bld_ballista_level05_LOD00.POD|bld_ballista_level05_LOD01.POD|bld_ballista_level05_LOD02.POD|bld_ballista_level05_LOD03.POD|bld_ballista_level05_anim_attack.POD|bld_ballista_level05_anim_idle.POD|bld_ballista_level05_nrm.png,
bld_ballista_level05-2.zip,927672afe124dce57741c6de3fefea16,,
bld_ballista_level05-3.lvl,37a243c7367d2d5f1c864457b434f47c,bld_ballista_level05-3_bld_ballista_level05_High.pgmat|bld_ballista_level05-3_dif.png|bld_ballista_level05_LOD00.POD|bld_ballista_level05_LOD01.POD|bld_ballista_level05_LOD02.POD|bld_ballista_level05_LOD03.POD|bld_ballista_level05_anim_attack.POD|bld_ballista_level05_anim_idle.POD|bld_ballista_level05_nrm.png,
bld_ballista_level05-3.zip,c6a2beafb459fb32157ba03a9f6409a9,,
bld_ballista_level05-4.lvl,ce7d1cbbdfc80e425963d85e332299ce,bld_ballista_level05-4_bld_ballista_level05_High.pgmat|bld_ballista_level05-4_dif.png|bld_ballista_level05_LOD00.POD|bld_ballista_level05_LOD01.POD|bld_ballista_level05_LOD02.POD|bld_ballista_level05_LOD03.POD|bld_ballista_level05_anim_attack.POD|bld_ballista_level05_anim_idle.POD|bld_ballista_level05_nrm.png,
bld_ballista_level05-4.zip,c7019c4a955210a02725d3414c4773b2,,
bld_ballista_level05-5.lvl,c23be8a742bcdf92264c8f99d91790e5,bld_ballista_level05-5_bld_ballista_level05_High.pgmat|bld_ballista_level05-5_dif.png|bld_ballista_level05_LOD00.POD|bld_ballista_level05_LOD01.POD|bld_ballista_level05_LOD02.POD|bld_ballista_level05_LOD03.POD|bld_ballista_level05_anim_attack.POD|bld_ballista_level05_anim_idle.POD|bld_ballista_level05_nrm.png,
bld_ballista_level05-5.zip,17ffbb7f111093fdec79840c9733b3f9,,
bld_ballista_level05.lvl,6850c2a7702aa0e7174d166e2291781b,bld_ballista_level05_LOD00.POD|bld_ballista_level05_LOD01.POD|bld_ballista_level05_LOD02.POD|bld_ballista_level05_LOD03.POD|bld_ballista_level05_anim_attack.POD|bld_ballista_level05_anim_idle.POD|bld_ballista_level05_bld_ballista_level05_High.pgmat|bld_ballista_level05_dif.png|bld_ballista_level05_nrm.png,
bld_ballista_level05.zip,f7fd4c33ed824f8338b768ef39445516,,
bld_ballista_level05_LOD03.POD,ce54546fc6bcd07821289e3eb6d8467c,,
btn_01_pressed@2x~ipad.png,93d1bd25deb8465a855f1036e95cc6d5,,
dragonThumbnail_glacialHunter_discovered.png,28064742dbad7eaf3a2bf6f19cfbfd94,,
dragonThumbnail_glacialWarrior_discovered.png,1952b157f2f31dc09f07665b6d75da02,,
dragonThumbnail_spectral_undiscovered.png,f0a72a4dd754b97ec0753e21327fa233,,
dragonThumbnail_zombie_undiscovered.png,aa1736ea6f6cc53832c8248c6c2d7b0c,,
dragon_alligator_v1_discovered_thumbnail.png,854532d2caf5cabc54d1bbf2b26cf34b,,
dragon_alligator_v2_discovered_thumbnail.png,b6975494ceabc5743e63134d66c5d0dd,,
dragon_alligator_v3_discovered_thumbnail.png,74dece472a84c758e3c8074b51aa1a59,,
dragon_arcane_v1_discovered_thumbnail.png,a7d8051a44f9ef2cfa46cdf1d5e811ad,,
dragon_arcane_v2_discovered_thumbnail.png,99b0d340741d258275205e2939111fc3,,
dragon_arcane_v3_discovered_thumbnail.png,59a1ffc930932d39172f6e2345d0e589,,
dragon_arctic_v1_discovered_thumbnail.png,1e2380a0c4d9dc400c93639a6342c72f,,
dragon_arctic_v2_discovered_thumbnail.png,3c4e3a0b4227ff19713d013c46360df6,,
dragon_arctic_v3_discovered_thumbnail.png,3303743be1566f2fac3cd47da7908349,,
dragon_blackblood_nature_discovered_thumbnail.png,a9db587bc9650875173a88cfc137f1d2,,
dragon_blackblood_phoenix_discovered_thumbnail.png,55004ea90a5e01ba5e8d75c89bacaf88,,
dragon_blackblood_water_wyvern_discovered_thumbnail.png,4bfdc0d28ce654dcc90d132f29ab527d,,
dragon_blackblood_zombie_discovered_thumbnail.png,99dcc7ebe3d260eaef6494b0240b1dfb,,
dragon_blade_v1_discovered_thumbnail.png,f31b149015e3bd243ea106a2038dbfc7,,
dragon_blade_v2_discovered_thumbnail.png,278b3b2819b89712d0fb38f6b238dfba,,
dragon_blade_v3_discovered_thumbnail.png,4f1f275b396284b9f02a5372a89574b8,,
dragon_cartoon_discovered_thumbnail.png,826db188eac11d5c70455faa9b35dad8,,
dragon_crimsonRune_discovered_thumbnail.png,3145b23e92c0b6408f579211bb7c9ab0,,
dragon_demon_discovered_thumbnail.png,88c5974ff1eba0c563cfb63e24b5fe89,,
dragon_desert_v1_discovered_thumbnail.png,38b7dd3d115898e25c2d1e221f58796f,,
dragon_desert_v2_discovered_thumbnail.png,17d1853230eac1459ede7be7f9b0ffc6,,
dragon_desert_v3_discovered_thumbnail.png,4a55eaef8e472bfd99e57743d0d60a1a,,
dragon_dodoPumpkin_discovered_thumbnail.png,d30e22cb52094c83c58237f5664da909,,
dragon_drakeRune_discovered_thumbnail.png,1c5c62c091de16cce7b21d09a4b6b0b5,,
dragon_egyptianDrake_discovered_thumbnail.png,823210d70f9dd9eede6c8007087656bb,,
dragon_egyptianSorcerer_discovered_thumbnail.png,97fa915d1e0d64accad088c402e169eb,,
dragon_egyptianWarrior_discovered_thumbnail.png,4c080f7785e22971267dd8e4fd1de185,,
dragon_flameWarrior_discovered_thumbnail.png,bebf309c23074b036420fb7fd87dc643,,
dragon_flux_v1_discovered_thumbnail.png,a1b8584648efe68055b0ef49ec226245,,
dragon_flux_v2_discovered_thumbnail.png,e0b7231e61c879a36c281f0a9217f1e2,,
dragon_gemini_discovered_thumbnail.png,6fccb914612dbb214bdb208a25a5960a,,
dragon_ghost_discovered_thumbnail.png,23fb235749950167d511d45d7dcb5d26,,
dragon_glacialHunter_discovered_thumbnail.png,4e849da3c50cef01163b6a8c592c18d7,,
dragon_glacialWarrior_discovered_thumbnail.png,673a4d2af70b7e213ea71bf3ee7ad93d,,
dragon_hellspawn_discovered_thumbnail.png,88c5974ff1eba0c563cfb63e24b5fe89,,
dragon_holyHunter_discovered_thumbnail.png,b21d254bd1af46cbf6f97b207d50fd95,,
dragon_holySorcerer_discovered_thumbnail.png,b86f99f013881892857b6749a03d9e3c,,
dragon_holyWarrior_discovered_thumbnail.png,b0d82fcdb83b33c3fe4ebcd42118b3e1,,
dragon_hulk_discovered_thumbnail.png,63c78b82eeb3cf349243518739b5f8b3,,
dragon_jungle_v1_discovered_thumbnail.png,1da781cf32b24b783b30cd3fa9e77625,,
dragon_jungle_v2_discovered_thumbnail.png,5bb4ecd59b3f795d9667dc9055dbc66f,,
dragon_jungle_v3_discovered_thumbnail.png,c5e724b4d6f41206ec5e1d161c08cc47,,
dragon_krampus_v1_discovered_thumbnail.png,29cd689b02909d1bf37474f146945094,,
dragon_krampus_v2_discovered_thumbnail.png,a549514820abbc83567bc07a6d229b52,,
dragon_krampus_v3_discovered_thumbnail.png,b75f2e3fd2529ca7288690097fcb253d,,
dragon_noblePreyRune_discovered_thumbnail.png,99e8bd66850e761bf15bb73e4ddbde66,,
dragon_prehistoric_v1_discovered_thumbnail.png,dedf88208104c32d9a681abd9a679816,,
dragon_prehistoric_v2_discovered_thumbnail.png,6fba1113028dc5614f0ffee7e55bdbd3,,
dragon_prehistoric_v3_discovered_thumbnail.png,11e48d6fa74c2ef7af1b7a897384a2e7,,
dragon_redGreen_discovered_thumbnail.png,4edb850293116d9190dfc9c573fcad31,,
dragon_redViolet_discovered_thumbnail.png,c3d6dd3abde1ccf1182d5140df6f209b,,
dragon_red_discovered_thumbnail.png,d1c6d1bdd4ea628a37faae2966c220ff,,
dragon_revenant_discovered_thumbnail.png,0473754a83084e5a3aefd34e0f41f978,,
dragon_sea_v1_discovered_thumbnail.png,0c40aca3de9229965924c6cb82016c82,,
dragon_sea_v2_discovered_thumbnail.png,fcae9bd3d3ca9595dcd042dbfcb6e3a1,,
dragon_sea_v3_discovered_thumbnail.png,a7e5dfe14611c6aa52caa79f9b561ea0,,
dragon_snapping_v1_discovered_thumbnail.png,aff2ddec3ea90b350bc3b34f8e48d434,,
dragon_snapping_v2_discovered_thumbnail.png,7ecef6fc45fb4de53672886af5e5f3bf,,
dragon_snapping_v3_discovered_thumbnail.png,fc6be89a4b671fbfb74dcaa561d0d31e,,
dragon_spined_v1_discovered_thumbnail.png,902b1d8adf7e3af9203470e1737a4f11,,
dragon_spined_v2_discovered_thumbnail.png,2836f4f24853d8b426fb387863eb852b,,
dragon_spined_v3_discovered_thumbnail.png,ced7404d100c0e5a3a1dc6dc87aa6b2c,,
dragon_springCaribou_v1_discovered_thumbnail.png,6b6cbfb96e7ec074f8513c3bed521021,,
dragon_springCaribou_v1_discovered_thumbnail@2x~ipad.png,8975e6d1f84419e130d6884f5bb42ab8,,
dragon_springCaribou_v2_discovered_thumbnail.png,c1519ced5e924c01dc9b97505ada1d95,,
dragon_springCaribou_v2_discovered_thumbnail@2x~ipad.png,65e201d33c89944697452bc25c4d0dc0,,
dragon_springCaribou_v3_discovered_thumbnail.png,460076dfff12c3ee6b0244d75c27d2ba,,
dragon_springCaribou_v3_discovered_thumbnail@2x~ipad.png,099bee857f597bad4da5c160988ef148,,
dragon_springRabbit_v1_discovered_thumbnail.png,2053489a8546ed3cac84582a4aff8c0a,,
dragon_springRabbit_v2_discovered_thumbnail.png,fdcd8c2ac763e05f3aba4527f00b3d98,,
dragon_springRabbit_v2_discovered_thumbnail@2x~ipad.png,c5c76132f616e98168afeb1d86dbb45a,,
dragon_springRabbit_v3_discovered_thumbnail.png,c993a064b093b3b62e078c6357fc2fac,,
dragon_tengu_v1_discovered_thumbnail.png,8077c644d66409c309bd4c2b2d7b111f,,
dragon_tengu_v2_discovered_thumbnail.png,606b2a403bf4e99b530096c6ec7db2a1,,
dragon_tengu_v3_discovered_thumbnail.png,b91b0b8a20555f4f0ff58d8b6377d91d,,
dragon_twitch_discovered_thumbnail.png,e37fbbe78ef7aed7f1e7f7305cea5769,,
dragon_twoHeaded_v1_discovered_thumbnail.png,457d48a5c6649b35765da27c040650f8,,
dragon_twoHeaded_v2_discovered_thumbnail.png,f26194162c4df88e475e29038b3ba2cd,,
dragon_twoHeaded_v3_discovered_thumbnail.png,5e0f99d7dcd4c446a8b57b6cb88ec701,,
dragon_vampire_v1_discovered_thumbnail.png,10e1b0a9d0a605da471118b36018c91d,,
dragon_vampire_v2_discovered_thumbnail.png,fc7d61bbf474bef2018d82870f09485a,,
dragon_vampire_v3_discovered_thumbnail.png,5a42da22120a49a00003d13a18f102e7,,
dragon_wendigo_v1_discovered_thumbnail.png,dbbeb0336e76f6bf23bb316a18e90064,,
dragon_wendigo_v2_discovered_thumbnail.png,946126f931ad29f4089d402278beb8f8,,
dragon_wendigo_v3_discovered_thumbnail.png,a775ec2aafe3607ebe9814d293ce5183,,
dragon_winterBear_v1_discovered_thumbnail.png,bb2493594d78f179f5c3e4d6021d19c2,,
dragon_winterBear_v2_discovered_thumbnail.png,84a89f75bb1ad2186d625d18fc949c28,,
dragon_winterBear_v3_discovered_thumbnail.png,a499f42477a796f6bc81089adf669015,,
dragon_winterCaribou_v1_discovered_thumbnail.png,d5e50be5ce580a8e6cdfcd2a4e279f69,,
dragon_winterCaribou_v2_discovered_thumbnail.png,6c5ea217d710f4ca53dc9601a418e448,,
dragon_winterCaribou_v3_discovered_thumbnail.png,c124babefe6de7004a239c468c6e8297,,
dragon_winterFox_v1_discovered_thumbnail.png,d8850df3c64e3459ee51e125d837e188,,
dragon_winterFox_v2_discovered_thumbnail.png,136a1ad9d5f44541bb76d64f63b27ba9,,
dragon_winterFox_v3_discovered_thumbnail.png,de4c309273c5868eb7f6ec62f74a42dd,,
dragon_winterMonkey_v1_discovered_thumbnail.png,e5c485deea270f4a8ce3e6d225abb7bd,,
dragon_winterMonkey_v2_discovered_thumbnail.png,54914e421003812a7fff7a9f1b272d71,,
dragon_winterMonkey_v3_discovered_thumbnail.png,e7ab2dd91c00e104120c767c4207e8e6,,
garrison.png,20a2373e3e72d3ec61a7eeef6ab4fbbc,,
gorgonsGuise.m4v,d12cae2892588eb178769247a4688d65,,
holidayHelper.m4v,7db1192ae7c78cfb970edb1435df9fe9,,
howlOfTheUnderworld.m4v,0ca6156d380b77196f137d0fba44e064,,
icon_ar_christmas_antlers.png,c4f2fc5f05d30d6d07ed47e35f314cb4,,
icon_ar_ebony_classB_body_locked.png,e633df05fedcc7e1efcb588afddd7560,,
icon_ar_ebony_classB_helm_locked.png,ec3b6b8441702fdce86b59500b8a42d7,,
icon_ar_ebony_classB_tail_locked.png,94f9cd62ff273eb689c5084d571865f0,,
icon_ar_ebony_classC_body_locked.png,21d69412aca7712a372c53ece4c5e6af,,
icon_ar_ebony_classC_helm_locked.png,56928e4004f679ba707156aa95b4e033,,
icon_ar_ebony_classC_tail_locked.png,923e7c03e66a7b75d6a14a647cef881e,,
icon_atlas_chest.png,06b6ab37143076e3d42bb2dea48591f6,,
icon_atlas_chest@2x~ipad.png,2221058c81451601e057f35b1bc3622c,,
icon_atlas_chestFallSigil.png,0826018b99d483dede49c6c5928ea6f4,,
icon_atlas_chestFallSigil@2x~ipad.png,d53cb8db9e4473589b58d2350a359144,,
icon_atlas_chestSigil.png,fbc4bfc0f51bbcf6fbeab54c5eeb3f1a,,
icon_atlas_chestSigil@2x~ipad.png,358e66d55276ee540670c53ca9c5dbc0,,
icon_atlas_chestSigilSpring.png,ee08659a9b0a81290a8502adae3bd9fa,,
icon_atlas_chestSigilSpring@2x~ipad.png,e54ddd4d7a3872329a48f24998bc899d,,
icon_atlas_chestWinterSigil.png,8e2320b7cc55a68a06e51746c921c418,,
icon_atlas_chestWinterSigil@2x~ipad.png,b6f012bb85d5a0ec2df52a850cc7e7ca,,
icon_class_sorcerer_01.png,39e239e9ebda81ea64ed0b737ae7316d,,
icon_class_sorcerer_01@2x~ipad.png,02e2139b9fb37c8aea0f2b7073f92863,,
icon_class_warrior_01.png,b738c6504aca5c0513048103db767d61,,
icon_class_warrior_01@2x~ipad.png,03b75fa66067ed8716182e6d3b8e099a,,
icon_dragon_scales.png,babd0c2723e86ff0409ae8d04cca3915,,
icon_dragon_scales@2x~ipad.png,dedc5319720d4d4db760864f03642098,,
icon_goldconsumable_plus1.png,fc8ad0c13b904547f460cb9c08f3aed8,,
icon_goldconsumable_plus1@2x~ipad.png,ba51ced9303e9013ccbe0577872e61bb,,
icon_info_03.png,a3e40a7b300d54a667168ce6da815f12,,
icon_info_03@2x~ipad.png,93fda61920a2377bc1e212ea9e473ea3,,
icon_lightSpeed.png,c1f32f2d45b68de6673bf8467bf68043,,
icon_mission_eggToken_01.png,6effdabff1412f7617f0611c7e3735ee,,
icon_mission_eggToken_02.png,fc185ae434f03dcd7b501bfa79e10e44,,
icon_mission_eggToken_03.png,7a275e1390b6ed9c62b136560dfd5005,,
icon_mission_eggToken_04.png,6c1d58475e1a67969a7b412d7bb1ec7a,,
icon_primarch_controller.png,01ec847030efc8c57f17f88b602be58c,,
icon_primarch_controller@2x~ipad.png,5e263be3a2b11bb0096781c628dc5aa4,,
icon_primarch_fighter.png,9ab1e5d6ecf8eb89596dd3ed4f3f7d79,,
icon_primarch_fighter@2x~ipad.png,824a6746680f16b7a23c22c86ac58c5b,,
icon_primarch_rusher.png,9040e1bd6e602e9cda7df99f7b9918a3,,
icon_primarch_rusher@2x~ipad.png,a5422922479e19b34572a190d20ba151,,
icon_primarch_sieger.png,01b6f9441cadb31e1a0945c9cc1f43ae,,
icon_primarch_sieger@2x~ipad.png,2fff09be5113d39f129871d1a21db3a4,,
icon_riderBuffs_buildingAttack.png,3b9b2dd1d07be99b51b952e9b0459a01,,
icon_riderBuffs_buildingAttack@2x~ipad.png,65ffe0b61c99663a9ab4bcc7c527fe7a,,
icon_riderBuffs_dragonAttack.png,49fe46f61975794c9316cc50600bd083,,
icon_riderBuffs_dragonAttack@2x~ipad.png,8bc48361cd39854c0cb77fe4a896ebc8,,
icon_riderBuffs_foodAmount.png,dc379ac86d086134ec53786731b4a65a,,
icon_riderBuffs_foodAmount@2x~ipad.png,42a87bae64f63480b18c4760fd3c720e,,
icon_riderBuffs_hunterAttack.png,0703c7d26bdc4b1c2368f3e215036edd,,
icon_riderBuffs_hunterAttack@2x~ipad.png,73455b7da4586526b18f1f5f492260d5,,
icon_riderBuffs_sorcererAttack.png,0569266e7154cca4709dbdb2a15a1358,,
icon_riderBuffs_sorcererAttack@2x~ipad.png,f428ac005f9f0dbc6161dc20f75020cd,,
icon_riderBuffs_sorcererHP.png,f1100648b2a0598cdfeaec8726edc933,,
icon_riderBuffs_sorcererHP@2x~ipad.png,f03678893b26c9884ff90ce3540df6c1,,
icon_riderBuffs_towerArcherAttack.png,556eb161316b5b35059bc1f637be25a5,,
icon_riderBuffs_towerArcherAttack@2x~ipad.png,cf8003ea14a0d1a3e1c65c2c1fd6bed9,,
icon_riderBuffs_towerBallistaAttack.png,7b3e616d0470ea773f7b3fe58001942a,,
icon_riderBuffs_towerBallistaAttack@2x~ipad.png,45b07b0b22d1a146c2f6162d347df4e2,,
icon_riderBuffs_towerCannonAttack.png,70f38c76e0d55d7fcda127530dd64a99,,
icon_riderBuffs_towerCannonAttack@2x~ipad.png,68b1600c29937cb84f68722297dc5cc7,,
icon_riderBuffs_towerFireAttack.png,d6e1df0fca36668c26e6e6baea5d8f9e,,
icon_riderBuffs_towerFireAttack@2x~ipad.png,dbbf1fc06d98b4c274a50714e70efa42,,
icon_riderBuffs_towerFlakAttack.png,8d779d78fdc0439b1ced1defda79c399,,
icon_riderBuffs_towerFlakAttack@2x~ipad.png,20a4728be979a5a47e145ce0378edc3c,,
icon_riderBuffs_towerIceAttack.png,f27540a75ddace848b8960dda8aa8564,,
icon_riderBuffs_towerIceAttack@2x~ipad.png,2aec904564d57faa7eebd55d6caae40b,,
icon_riderBuffs_towerLightningAttack.png,45c51a104cf354595825097683fc4ab9,,
icon_riderBuffs_towerLightningAttack@2x~ipad.png,8d1d3220c571f6256976ee05156b2b10,,
icon_riderBuffs_towerMageAttack.png,b34b6002f2297786c04ed908c04360e3,,
icon_riderBuffs_towerMageAttack@2x~ipad.png,97620b277059b9824b24053fe46a8901,,
icon_riderBuffs_towerStormAttack.png,de947573187a1847df04e74dee206bbb,,
icon_riderBuffs_towerStormAttack@2x~ipad.png,6db5927da795f65c96338eab35e6f37b,,
icon_riderBuffs_towerTrebuchetAttack.png,c448921b9ae7352a5190763b63ef0190,,
icon_riderBuffs_towerTrebuchetAttack@2x~ipad.png,2e0521153a9dc05266e8806c8ca09679,,
icon_riderBuffs_warriorAttack.png,39453f0c36ab2862d23d50851bac29d7,,
icon_riderBuffs_warriorAttack@2x~ipad.png,ff32648d894d0cff1fc8ba96d37dcb34,,
icon_riderBuffs_woodAmount.png,a837a8870121f29b06a269c9872d38e9,,
icon_riderBuffs_woodAmount@2x~ipad.png,ef0e39cc4589c93a870d29655dd8a938,,
icon_riderBuffs_worldAttackDamage.png,fc075da9f2703fa2f8e6bc93b210ae0b,,
icon_riderBuffs_worldAttackDamage@2x~ipad.png,676f49bcf35005996a24b6023a93a107,,
icon_riderHelm_iceTor_set01.png,0f5617b7b75e350db8a9de9552c470b8,,
icon_riderHelm_windKayla_set01.png,8bea006dfed4081bdbef5a30fdddb558,,
icon_riderRing_blackfireDragon_set01.png,cce639d7aa5cfa58cfe95aa9e3ccb9ec,,
icon_riderRing_iceTor_set01.png,047234cc20f794b81df1838f527c20fd,,
icon_riderRing_windKayla_set01.png,48d6a69954d61ef88b7c854d101653de,,
icon_riderWeapon_windKayla_set01.png,ef05c7d12e1d14785f85a40a0b765129,,
icon_treasureChest_01.png,6d23e894b5465373013cd069fbb6d961,,
icon_treasureChest_01@2x~ipad.png,2c9e131a83e298dc16e7d9d3fe504b18,,
icon_treasureChest_02.png,a45285e3820e03e0ab3886e8d57ab70c,,
icon_treasureChest_02@2x~ipad.png,04520988fbf028099bb28690f628a3ed,,
icon_treasureChest_03.png,59012fc5ddcdc112bf9f59a63cc6eaf2,,
icon_treasureChest_03@2x~ipad.png,fdf085181e04d287f4ee44c202c2329e,,
icon_treasureChest_05.png,1654b2a2de5e5fdf88f25b7a9e977330,,
icon_treasureChest_05@2x~ipad.png,92c08de805370d606bbfe366aa0e5570,,
image_brazier_dark.png,5b182ad34a4e9141062dc70915726f12,,
image_brazier_dark@2x~ipad.png,659663a091a9ed7d6819135f4f69e681,,
image_brazier_dark_locked.png,6f24d7333598395de2bc32a78955cad0,,
image_brazier_dark_locked@2x~ipad.png,f658573d4129b2749a2a7c75b3d8153a,,
