identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,destructionProbabilities,component,upgradeReward,showcaseNodeLocation,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityEffects,activeAbilityDelay,activeAbilityRange,activeAbilityBattleText,explosionSceneFile,bonusLabel1,bonusLabel2,activeParticleEffectIdentifier,isAutoUpgrading,isAutoCompleting,constructionSceneFile,customUpgradeSceneFile,battleBuildingRewardDistributionIdentifier,h
MountDragonUpgrades_25,25,1,prop_monument_dragonHead.lvl,,piercing:0,0,level73,102923,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_26,26,1,prop_monument_dragonHead.lvl,,piercing:0,0,level76,110836,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_27,27,1,prop_monument_dragonHead.lvl,,piercing:0,0,level79,119358,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_28,28,1,prop_monument_dragonHead.lvl,,piercing:0,0,level82,128535,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_29,29,1,prop_monument_dragonHead.lvl,,piercing:0,0,level85,138418,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_30,30,1,prop_monument_dragonHead.lvl,,piercing:0,0,level88,149061,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_31,31,1,prop_monument_dragonHead.lvl,,piercing:0,0,level91,160522,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_32,32,1,prop_monument_dragonHead.lvl,,piercing:0,0,level94,172864,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_33,33,1,prop_monument_dragonHead.lvl,,piercing:0,0,level97,186155,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_34,34,1,prop_monument_dragonHead.lvl,,piercing:0,0,level100,200468,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,
MountDragonUpgrades_35,35,1,prop_monument_dragonHead.lvl,,piercing:0,0,level103,215883,,,,0~20~60,,,,,,,prop_monument_dragonHead_death.lvl,,,ptl_bld_monument_ambient_01,1,1,,,monumentDistribution,!@#pkmaohonggknccgb
